ISO3,Country,Group,Share_2024_pct,Share_2050_pct,Change_pp,Pop_2024,Pop_2050,Rank,Anchor
NLD,Netherlands,Antillean/Aruban,0.7,0.67,-0.03,127601,126725,8,False
NLD,Netherlands,Syrian,0.6,0.61,0.01,109372,116182,9,False
NLD,Netherlands,Chinese,0.5,0.52,0.02,91144,97752,10,False
NLD,Netherlands,Iraqi,0.4,0.41,0.01,72915,77454,11,False
NOR,Norway,Norwegian,81.5,80.85,-0.65,4544975,4769832,1,True
NOR,Norway,Other Nordic/European,5.9,6.12,0.22,329023,361123,2,False
NOR,Norway,Other,4.4,4.56,0.16,245373,269312,3,False
NOR,Norway,Polish,2.1,2.18,0.08,117110,128535,4,False
NOR,Norway,Syrian,1.1,1.13,0.03,61343,66685,5,False
NOR,Norway,Swedish,1.0,1.04,0.04,55767,61207,6,False
NOR,Norway,Pakistani,0.9,0.92,0.02,50190,54560,7,False
NOR,Norway,Iraqi,0.8,0.82,0.02,44613,48498,8,False
NOR,Norway,Somali,0.7,0.72,0.02,39037,42436,9,False
NOR,Norway,Filipino,0.6,0.62,0.02,33460,36724,10,False
NOR,Norway,Eritrean,0.5,0.51,0.01,27883,30311,11,False
NOR,Norway,Vietnamese,0.5,0.52,0.02,27883,30604,12,False
NPL,Nepal,Other,19.8,21.65,1.85,5870909,7500356,1,True
NPL,Nepal,Chhetri,16.6,16.01,-0.59,4922075,5545661,2,False
NPL,Nepal,Bahun,12.2,11.77,-0.43,3617429,4075727,3,False
NPL,Nepal,Magar,7.1,6.85,-0.25,2105225,2371939,4,False
NPL,Nepal,Tharu,6.6,6.81,0.21,1956970,2358362,5,False
NPL,Nepal,Tamang,5.8,5.59,-0.21,1719761,1937640,6,False
NPL,Nepal,Newar,5.0,4.82,-0.18,1482553,1670380,7,False
NPL,Nepal,Kami (Dalit),4.8,4.63,-0.17,1423251,1603565,8,False
NPL,Nepal,Muslim (Madhesi),4.4,4.54,0.14,1304646,1572241,9,False
NPL,Nepal,Yadav,4.0,4.13,0.13,1186042,1429310,10,False
NPL,Nepal,Rai,2.3,2.22,-0.08,681974,768375,11,False
NPL,Nepal,Gurung,2.0,1.93,-0.07,593021,668152,12,False
NPL,Nepal,Damai/Dholi,1.8,1.74,-0.06,533719,601337,13,False
NPL,Nepal,Thakuri,1.6,1.54,-0.06,474417,534522,14,False
NPL,Nepal,Limbu,1.5,1.45,-0.05,444766,501114,15,False
NPL,Nepal,Sarki,1.4,1.35,-0.05,415115,467706,16,False
NPL,Nepal,Teli,1.1,1.06,-0.04,326162,367484,17,False
NPL,Nepal,Chamar,1.0,0.96,-0.04,296511,334076,18,False
NPL,Nepal,Koiri,1.0,0.96,-0.04,296511,334076,19,False
NRU,Nauru,Nauruan,88.0,88.03,0.03,10532,13891,1,True
NRU,Nauru,Other Pacific Islander,8.0,7.77,-0.23,957,1226,2,False
NRU,Nauru,Chinese / Asian,4.0,4.2,0.2,479,662,3,False
NZL,New Zealand,European,59.0,58.59,-0.41,3076226,3372244,1,True
NZL,New Zealand,Maori,15.6,15.71,0.11,813375,904281,2,False
NZL,New Zealand,Asian,13.4,13.73,0.33,698668,790287,3,False
NZL,New Zealand,Pacific peoples,7.7,7.76,0.06,401474,446344,4,False
NZL,New Zealand,Other,2.4,2.26,-0.14,125135,130067,5,False
NZL,New Zealand,MELAA (ME/LatAm/African),1.9,1.95,0.05,99065,112056,6,False
OMN,Oman,Omani,55.6,56.13,0.53,2936537,4393601,1,True
OMN,Oman,Indian,14.8,14.62,-0.18,781668,1144466,2,False
OMN,Oman,Other foreign,9.1,8.99,-0.11,480620,703692,3,False
OMN,Oman,Bangladeshi,6.0,5.93,-0.07,316893,463973,4,False
OMN,Oman,Pakistani,5.0,4.94,-0.06,264077,386644,5,False
OMN,Oman,Filipino,3.0,2.96,-0.04,158446,231986,6,False
OMN,Oman,Egyptian,3.0,2.96,-0.04,158446,231986,7,False
OMN,Oman,Sri Lankan,2.0,1.98,-0.02,105631,154658,8,False
OMN,Oman,Nepali,1.5,1.48,-0.02,79223,115993,9,False
PAK,Pakistan,Punjabi,44.7,45.65,0.95,112317315,169762202,1,True
PAK,Pakistan,Pashtun,15.4,15.88,0.48,38695451,59054037,2,False
PAK,Pakistan,Sindhi,14.1,13.59,-0.51,35428952,50550642,3,False
PAK,Pakistan,Saraiki,8.4,8.1,-0.3,21106609,30115276,4,False
PAK,Pakistan,Muhajir (Urdu-speaking),7.6,7.33,-0.27,19096456,27247154,5,False
PAK,Pakistan,Baloch,3.6,3.47,-0.13,9045690,12906547,6,False
PAK,Pakistan,Hindko,2.4,2.31,-0.09,6030460,8604365,7,False
PAK,Pakistan,Other,1.6,1.54,-0.06,4020307,5736243,8,False
PAK,Pakistan,Brahui,1.2,1.16,-0.04,3015230,4302182,9,False
PAK,Pakistan,Pahari-Potwari,1.0,0.96,-0.04,2512692,3585152,10,False
PAN,Panama,Mestizo,65.0,65.59,0.59,2935124,3693419,1,True
PAN,Panama,Indigenous (Ngabe/Guna),12.3,12.76,0.46,555416,718349,2,False
PAN,Panama,West Indian (Antillean),9.2,8.92,-0.28,415433,502339,3,False
PAN,Panama,Other,6.8,6.59,-0.21,307059,371294,4,False
PAN,Panama,White,6.7,6.13,-0.57,302544,345282,5,False
PER,Peru,Mestizo,60.2,60.37,0.17,20599146,24500140,1,True
PER,Peru,Quechua,16.5,16.95,0.45,5645945,6878892,2,False
PER,Peru,White,5.9,5.35,-0.55,2018853,2170480,3,False
PER,Peru,Other Amerindian (Amazonian),5.3,5.44,0.14,1813546,2209583,4,False
PER,Peru,Other,4.5,4.32,-0.18,1539803,1753984,5,False
PER,Peru,Aymara,4.0,4.11,0.11,1368714,1667610,6,False
PER,Peru,Afro-Peruvian,3.6,3.46,-0.14,1231843,1403188,7,False
PHL,Philippines,Tagalog,28.1,30.21,2.11,32552069,40597277,1,True
PHL,Philippines,Other,22.9,22.12,-0.78,26528199,29723646,2,False
PHL,Philippines,Cebuano,13.1,12.65,-0.45,15175520,17003483,3,False
PHL,Philippines,Ilocano,9.0,8.69,-0.31,10425930,11681782,4,False
PHL,Philippines,Hiligaynon (Ilonggo),7.6,7.34,-0.26,8804118,9864616,5,False
PHL,Philippines,Bicolano,6.0,5.8,-0.2,6950620,7787855,6,False
PHL,Philippines,Muslim (Moro/Bangsamoro),5.0,5.17,0.17,5792183,6941573,7,False
PHL,Philippines,Waray,3.4,3.28,-0.12,3938685,4413118,8,False
PHL,Philippines,Kapampangan,3.4,3.28,-0.12,3938685,4413118,9,False
PHL,Philippines,Pangasinan,1.5,1.45,-0.05,1737655,1946964,10,False
PLW,Palau,Palauan,66.3,65.46,-0.84,11748,10171,1,True
PLW,Palau,Other,15.4,15.78,0.38,2729,2452,2,False
PLW,Palau,Filipino,12.6,12.91,0.31,2233,2006,3,False
PLW,Palau,Chinese,5.7,5.84,0.14,1010,908,4,False
PNG,Papua New Guinea,Papuan / Melanesian,84.0,83.76,-0.24,8884268,12485843,1,True
PNG,Papua New Guinea,Other,9.6,10.02,0.42,1015345,1493905,2,False
PNG,Papua New Guinea,Other Pacific Islander,6.0,5.8,-0.2,634591,864597,3,False
PNG,Papua New Guinea,Chinese,0.2,0.21,0.01,21153,31123,4,False
PNG,Papua New Guinea,European,0.2,0.21,0.01,21153,31123,5,False
POL,Poland,Polish,96.9,96.85,-0.05,37344494,31781931,1,True
POL,Poland,Ukrainian,1.2,1.26,0.06,462471,413775,2,False
POL,Poland,Silesian,1.1,1.07,-0.03,423931,351226,3,False
POL,Poland,Other,0.6,0.63,0.03,231235,206888,4,False
POL,Poland,German,0.2,0.18,-0.02,77078,60272,5,False
PRT,Portugal,Portuguese,89.0,88.55,-0.45,9278509,8651610,1,True
PRT,Portugal,Brazilian,4.2,4.38,0.18,437862,428166,2,False
PRT,Portugal,African (PALOP - Angolan/Cape Verdean),2.8,2.89,0.09,291908,282717,3,False
PRT,Portugal,Other EU (UK/French/Italian),1.5,1.57,0.07,156379,152916,4,False
PRT,Portugal,Other,1.4,1.46,0.06,145954,142722,5,False
PRT,Portugal,Chinese,0.5,0.52,0.02,52126,50972,6,False
PRT,Portugal,Nepali,0.3,0.31,0.01,31276,30583,7,False
PRT,Portugal,Ukrainian,0.3,0.31,0.01,31276,30583,8,False
PRY,Paraguay,Mestizo,95.0,95.16,0.16,6582694,8221888,1,True
PRY,Paraguay,White,3.0,2.76,-0.24,207875,238439,2,False
PRY,Paraguay,Indigenous (Guarani),2.0,2.08,0.08,138583,180143,3,False
PSE,Palestine,Palestinian Arab (Sunni Muslim),97.0,97.34,0.34,5330584,8226803,1,True
PSE,Palestine,Palestinian Christian,1.5,1.29,-0.21,82432,109294,2,False
PSE,Palestine,Other,1.0,0.91,-0.09,54954,77199,3,False
PSE,Palestine,Druze,0.5,0.46,-0.04,27477,38600,4,False
QAT,Qatar,Other foreign,23.1,25.22,2.12,704187,1050355,1,True
QAT,Qatar,Indian,17.4,17.06,-0.34,530427,710420,2,False
QAT,Qatar,Bangladeshi,13.5,13.24,-0.26,411538,551188,3,False
QAT,Qatar,Qatari,11.6,10.76,-0.84,353618,447993,4,False
QAT,Qatar,Egyptian,8.5,8.33,-0.17,259116,347044,5,False
QAT,Qatar,Nepali,7.6,7.45,-0.15,231681,310298,6,False
QAT,Qatar,Filipino,7.3,7.16,-0.14,222535,298050,7,False
QAT,Qatar,Sri Lankan,4.0,3.92,-0.08,121937,163315,8,False
QAT,Qatar,Pakistani,4.0,3.92,-0.08,121937,163315,9,False
QAT,Qatar,Other Arab,3.0,2.94,-0.06,91453,122486,10,False
ROU,Romania,Romanian,89.3,89.57,0.27,16980481,14355901,1,True
ROU,Romania,Hungarian,6.0,5.52,-0.48,1140906,884279,2,False
ROU,Romania,Romani,3.4,3.54,0.14,646513,567869,3,False
ROU,Romania,Other,1.3,1.37,0.07,247196,219220,4,False
RUS,Russia,Russian,80.9,80.59,-0.31,117159721,109704759,1,True
RUS,Russia,Other,10.7,11.04,0.34,15495785,15027271,2,False
RUS,Russia,Tatar,3.9,4.02,0.12,5647996,5477230,3,False
RUS,Russia,Ukrainian,1.4,1.27,-0.13,2027486,1734977,4,False
RUS,Russia,Bashkir,1.1,1.13,0.03,1593025,1544860,5,False
RUS,Russia,Chechen,1.0,1.03,0.03,1448204,1404418,6,False
RUS,Russia,Chuvash,1.0,0.91,-0.09,1448204,1239269,7,False
RWA,Rwanda,Hutu,85.0,85.39,0.39,12118087,19389182,1,True
RWA,Rwanda,Tutsi,14.0,13.64,-0.36,1995920,3097475,2,False
RWA,Rwanda,Twa,1.0,0.97,-0.03,142566,221248,3,False
SAU,Saudi Arabia,Saudi Arab,58.4,58.87,0.47,19834247,28078262,1,True
SAU,Saudi Arabia,Other foreign,16.7,16.51,-0.19,5671779,7874552,2,False
SAU,Saudi Arabia,Bangladeshi,4.8,4.75,-0.05,1630212,2263344,3,False
SAU,Saudi Arabia,Indian,4.4,4.35,-0.05,1494361,2074732,4,False
SAU,Saudi Arabia,Pakistani,3.9,3.86,-0.04,1324547,1838967,5,False
SAU,Saudi Arabia,Filipino,2.7,2.67,-0.03,916994,1273131,6,False
SAU,Saudi Arabia,Egyptian,2.4,2.37,-0.03,815106,1131672,7,False
SAU,Saudi Arabia,Yemeni,2.2,2.18,-0.02,747181,1037366,8,False
SAU,Saudi Arabia,Sudanese,1.5,1.48,-0.02,509441,707295,9,False
SAU,Saudi Arabia,Syrian,1.2,1.19,-0.01,407553,565836,10,False
SAU,Saudi Arabia,Nepali,1.0,0.99,-0.01,339628,471530,11,False
SAU,Saudi Arabia,Sri Lankan,0.8,0.79,-0.01,271702,377224,12,False
SDN,Sudan,Sudanese Arab,70.0,70.7,0.7,35314272,60239940,1,True
SDN,Sudan,Beja,6.0,5.84,-0.16,3026938,4975972,2,False
SDN,Sudan,Fur,5.0,4.87,-0.13,2522448,4146643,3,False
SDN,Sudan,Nubian,5.0,4.87,-0.13,2522448,4146643,4,False
SDN,Sudan,Other,5.0,4.87,-0.13,2522448,4146643,5,False
SDN,Sudan,Zaghawa,3.0,2.92,-0.08,1513469,2487986,6,False
SDN,Sudan,Nuba,2.5,2.43,-0.07,1261224,2073322,7,False
SDN,Sudan,Masalit,2.0,1.95,-0.05,1008979,1658657,8,False
SDN,Sudan,Fellata (Fulani),1.5,1.56,0.06,756734,1330575,9,False
SEN,Senegal,Wolof,39.7,41.25,1.55,7345289,12525045,1,True
SEN,Senegal,Pular (Fula),27.5,26.79,-0.71,5088047,8135945,2,False
SEN,Senegal,Serer,16.0,15.59,-0.41,2960318,4733641,3,False
SEN,Senegal,Other,5.3,5.16,-0.14,980605,1568018,4,False
SEN,Senegal,Mandinka,4.9,4.77,-0.13,906597,1449677,5,False
SEN,Senegal,Jola,4.2,4.09,-0.11,777083,1242581,6,False
SEN,Senegal,Soninke,2.4,2.34,-0.06,444048,710046,7,False
SGP,Singapore,Chinese,74.3,74.06,-0.24,4333464,4504314,1,True
SGP,Singapore,Malay,13.5,13.9,0.4,787372,845185,2,False
SGP,Singapore,Indian,9.0,8.66,-0.34,524915,526792,3,False
SGP,Singapore,Other,3.2,3.38,0.18,186636,205401,4,False
SLB,Solomon Islands,Melanesian,95.3,95.39,0.09,780703,1248775,1,True
SLB,Solomon Islands,Polynesian,3.1,3.02,-0.08,25395,39528,2,False
SLB,Solomon Islands,Micronesian,1.2,1.17,-0.03,9830,15301,3,False
SLB,Solomon Islands,Other,0.4,0.42,0.02,3277,5508,4,False
SLE,Sierra Leone,Temne,35.5,37.16,1.66,3067920,4811108,1,True
SLE,Sierra Leone,Mende,33.2,32.35,-0.85,2869154,4188462,2,False
SLE,Sierra Leone,Other,11.6,11.3,-0.3,1002475,1463438,3,False
SLE,Sierra Leone,Limba,6.4,6.24,-0.16,553090,807414,4,False
SLE,Sierra Leone,Kono,4.4,4.29,-0.11,380249,555097,5,False
SLE,Sierra Leone,Krio (Creole),3.4,3.31,-0.09,293829,428939,6,False
SLE,Sierra Leone,Koranko,2.9,2.83,-0.07,250619,365860,7,False
SLE,Sierra Leone,Sherbro,2.6,2.53,-0.07,224693,328012,8,False
SLV,El Salvador,Mestizo,86.3,87.25,0.95,5469864,5813444,1,True
SLV,El Salvador,White,12.7,11.76,-0.94,804951,783619,2,False
SLV,El Salvador,Other,0.8,0.78,-0.02,50706,52300,3,False
SLV,El Salvador,Indigenous (Nahua-Pipil),0.2,0.21,0.01,12676,13985,4,False
SMR,San Marino,Sammarinese,84.0,83.38,-0.62,28229,28113,1,True
SMR,San Marino,Italian,12.0,12.47,0.47,4033,4204,2,False
SMR,San Marino,Other,4.0,4.16,0.16,1344,1401,3,False
SOM,Somalia,Somali (Hawiye/Darood),85.0,85.39,0.39,16157782,31768839,1,True
SOM,Somalia,Other,10.0,9.74,-0.26,1900916,3625114,2,False
SOM,Somalia,Bantu (Jareer),5.0,4.87,-0.13,950458,1812557,3,False
SRB,Serbia,Serb,80.6,80.99,0.39,5429391,4480871,1,True
SRB,Serbia,Other,12.3,11.97,-0.33,828555,662138,2,False
SRB,Serbia,Hungarian,2.8,2.57,-0.23,188614,142263,3,False
SRB,Serbia,Bosniak,2.3,2.39,0.09,154933,132432,4,False
SRB,Serbia,Romani,2.0,2.08,0.08,134724,115158,5,False
SSD,South Sudan,Dinka,35.8,38.61,2.81,4275741,7081708,1,True
SSD,South Sudan,Other (60+ groups),26.9,25.3,-1.6,3212777,4639621,2,False
SSD,South Sudan,Nuer,15.6,15.69,0.09,1863172,2877903,3,False
SSD,South Sudan,Shilluk,5.7,5.36,-0.34,680774,983117,4,False
SSD,South Sudan,Azande,4.6,4.33,-0.27,549397,793392,5,False
SSD,South Sudan,Bari,3.4,3.2,-0.2,406076,586421,6,False
SSD,South Sudan,Lotuko,3.0,2.82,-0.18,358302,517430,7,False
SSD,South Sudan,Murle,2.5,2.35,-0.15,298585,431192,8,False
SSD,South Sudan,Zande,2.5,2.35,-0.15,298585,431192,9,False
STP,Sao Tome & Principe,Mestico (Forros),44.9,46.2,1.3,105761,168680,1,True
STP,Sao Tome & Principe,Other African,20.0,19.44,-0.56,47110,70965,2,False
STP,Sao Tome & Principe,Angolares,15.0,14.58,-0.42,35332,53223,3,False
STP,Sao Tome & Principe,Tongas (mixed),10.0,9.72,-0.28,23555,35482,4,False
STP,Sao Tome & Principe,Other,6.1,6.4,0.3,14368,23374,5,False
STP,Sao Tome & Principe,European descent,4.0,3.67,-0.33,9422,13396,6,False
SUR,Suriname,Hindustani (East Indian),27.4,28.69,1.29,173836,210547,1,True
SUR,Suriname,Maroon (Ndyuka/Saramaka),21.7,22.15,0.45,137673,162530,2,False
SUR,Suriname,Creole,15.7,14.98,-0.72,99607,109939,3,False
SUR,Suriname,Javanese,13.7,13.07,-0.63,86918,95934,4,False
SUR,Suriname,Mixed,13.1,12.5,-0.6,83111,91732,5,False
SUR,Suriname,Other,4.3,4.43,0.13,27281,32517,6,False
SUR,Suriname,Amerindian,4.1,4.18,0.08,26012,30708,7,False
SVK,Slovakia,Slovak,80.7,80.97,0.27,4443955,3997151,1,True
SVK,Slovakia,Hungarian,8.5,7.79,-0.71,468075,384777,2,False
SVK,Slovakia,Other,7.2,7.55,0.35,396487,372925,3,False
SVK,Slovakia,Romani,2.0,2.08,0.08,110135,102601,4,False
SVK,Slovakia,Rusyn / Ukrainian,1.0,0.97,-0.03,55068,47962,5,False
SVK,Slovakia,Czech,0.6,0.63,0.03,33041,31077,6,False
SVN,Slovenia,Slovene,83.1,82.58,-0.52,1760633,1636273,1,True
SVN,Slovenia,Other,12.0,12.48,0.48,254243,247272,2,False
SVN,Slovenia,Serb,2.0,2.08,0.08,42374,41212,3,False
SVN,Slovenia,Croat,1.8,1.73,-0.07,38136,34346,4,False
SVN,Slovenia,Bosniak,1.1,1.13,0.03,23306,22450,5,False
SWE,Sweden,Swedish,78.0,77.29,-0.71,8273455,8741050,1,True
SWE,Sweden,Other Nordic/European,4.5,4.66,0.16,477315,526626,2,False
SWE,Sweden,Other,4.5,4.66,0.16,477315,526626,3,False
SWE,Sweden,South/East Asian,3.3,3.41,0.11,350031,386193,4,False
SWE,Sweden,Finnish,2.0,2.07,0.07,212140,234056,5,False
SWE,Sweden,Syrian,1.8,1.84,0.04,190926,208639,6,False
SWE,Sweden,Iraqi,1.4,1.43,0.03,148498,162274,7,False
SWE,Sweden,Polish,1.3,1.35,0.05,137891,152137,8,False
SWE,Sweden,Iranian,1.0,1.03,0.03,106070,117028,9,False
SWE,Sweden,Somalian,0.7,0.72,0.02,74249,81137,10,False
SWE,Sweden,Turkish,0.6,0.61,0.01,63642,69546,11,False
SWE,Sweden,Afghan,0.5,0.51,0.01,53035,57955,12,False
SWE,Sweden,Eritrean,0.4,0.41,0.01,42428,46364,13,False
SWZ,Eswatini,Swazi (Emaswati),84.3,84.7,0.4,1047705,1275069,1,True
SWZ,Eswatini,Zulu,9.9,9.65,-0.25,123040,145202,2,False
SWZ,Eswatini,Other,3.8,3.7,-0.1,47228,55734,3,False
SWZ,Eswatini,Tsonga,2.0,1.95,-0.05,24857,29334,4,False
SYC,Seychelles,Seychellois Creole (mixed),76.0,76.78,0.78,99131,108845,1,True
SYC,Seychelles,Other African,10.0,9.76,-0.24,13044,13842,2,False
SYC,Seychelles,Indian,6.0,5.86,-0.14,7826,8305,3,False
SYC,Seychelles,French/Chinese,4.0,3.69,-0.31,5217,5226,4,False
SYC,Seychelles,Other,4.0,3.91,-0.09,5217,5537,5,False
SYR,Syria,Syrian Arab,80.0,81.01,1.01,19738206,30616607,1,True
SYR,Syria,Kurdish,9.5,9.31,-0.19,2343912,3520182,2,False
SYR,Syria,Other,6.5,5.96,-0.54,1603729,2251820,3,False
SYR,Syria,Turkmen,2.0,1.96,-0.04,493455,741091,4,False
SYR,Syria,Armenian,1.0,0.87,-0.13,246728,326972,5,False
SYR,Syria,Assyrian,0.5,0.43,-0.07,123364,163486,6,False
SYR,Syria,Circassian,0.5,0.46,-0.04,123364,173217,7,False
TCD,Chad,Sara,27.7,29.15,1.45,5622859,11327305,1,True
TCD,Chad,Arab,12.3,12.63,0.33,2496793,4908914,2,False
TCD,Chad,Mayo-Kebbi,11.5,11.04,-0.46,2334400,4290983,3,False
TCD,Chad,Other,11.3,10.85,-0.45,2293802,4216358,4,False
TCD,Chad,Kanem-Bornou,9.0,9.24,0.24,1826922,3591888,5,False
TCD,Chad,Ouaddai,8.7,8.35,-0.35,1766024,3246222,6,False
TCD,Chad,Hadjarai,6.7,6.43,-0.27,1360042,2499964,7,False
TCD,Chad,Tandjile,6.5,6.24,-0.26,1319444,2425338,8,False
TCD,Chad,Gorane (Toubou),6.3,6.05,-0.25,1278845,2350713,9,False
TGO,Togo,Adja-Ewe/Mina,42.4,43.88,1.48,3564379,6125522,1,True
TGO,Togo,Kabye/Tem,25.9,25.23,-0.67,2177297,3522805,2,False
TGO,Togo,Akan-Peul/Gurma,17.1,16.66,-0.44,1437521,2325867,3,False
TGO,Togo,Other,10.6,10.33,-0.27,891095,1441766,4,False
TGO,Togo,Akposso/Ake,4.0,3.9,-0.1,336262,544062,5,False
THA,Thailand,Central Thai,36.0,37.57,1.57,25800484,24939220,1,True
THA,Thailand,Isan (Thai-Lao),33.0,32.09,-0.91,23650443,21299820,2,False
THA,Thailand,Northern Thai (Lanna),13.0,12.64,-0.36,9316841,8390838,3,False
THA,Thailand,Thai Chinese,10.0,9.72,-0.28,7166801,6454491,4,False
THA,Thailand,Southern Thai,4.0,3.89,-0.11,2866720,2581796,5,False
THA,Thailand,Malay (Muslim),3.0,3.12,0.12,2150040,2071117,6,False
THA,Thailand,Other,1.0,0.97,-0.03,716680,645449,7,False
TJK,Tajikistan,Tajik,84.3,84.69,0.39,8928154,13189670,1,True
TJK,Tajikistan,Uzbek,13.8,13.44,-0.36,1461548,2093702,2,False
TJK,Tajikistan,Kyrgyz,0.8,0.78,-0.02,84727,121374,3,False
TJK,Tajikistan,Other,0.6,0.63,0.03,63546,98305,4,False
TJK,Tajikistan,Russian,0.5,0.46,-0.04,52955,71597,5,False
TKM,Turkmenistan,Turkmen,85.0,85.57,0.57,6370320,8248892,1,True
TKM,Turkmenistan,Other,6.0,5.86,-0.14,449670,564786,2,False
TKM,Turkmenistan,Uzbek,5.0,4.88,-0.12,374725,470655,3,False
TKM,Turkmenistan,Russian,4.0,3.69,-0.31,299780,355372,4,False
TLS,Timor-Leste,Tetum (Austronesian),30.0,31.58,1.58,420191,596701,1,True
TLS,Timor-Leste,Other Austronesian,20.0,19.35,-0.65,280128,365557,2,False
TLS,Timor-Leste,Mambai,15.0,14.51,-0.49,210096,274168,3,False
TLS,Timor-Leste,Makasae,10.0,9.67,-0.33,140064,182778,4,False
TLS,Timor-Leste,Tokodede,8.0,7.74,-0.26,112051,146223,5,False
TLS,Timor-Leste,Papuan (Fataluku/Bunak),8.0,8.28,0.28,112051,156400,6,False
TLS,Timor-Leste,Galoli,7.0,6.77,-0.23,98045,127945,7,False
TLS,Timor-Leste,Chinese,1.0,1.04,0.04,14006,19739,8,False
TLS,Timor-Leste,Other,1.0,1.04,0.04,14006,19739,9,False
TON,Tonga,Tongan,96.6,96.69,0.09,100649,101720,1,True
TON,Tonga,Part-Tongan / Other,3.4,3.31,-0.09,3543,3485,2,False
TTO,Trinidad & Tobago,East Indian,35.4,37.06,1.66,533753,518748,1,True
TTO,Trinidad & Tobago,African,34.2,33.32,-0.88,515660,466439,2,False
TTO,Trinidad & Tobago,Mixed,22.8,22.21,-0.59,343773,310959,3,False
TTO,Trinidad & Tobago,Other (incl. Chinese/Syrian),7.6,7.4,-0.2,114591,103653,4,False
TUN,Tunisia,Arab,97.0,97.08,0.08,11908790,12760912,1,True
TUN,Tunisia,Amazigh (Berber),2.0,1.95,-0.05,245542,256152,2,False
TUN,Tunisia,Other,1.0,0.97,-0.03,122771,128076,3,False
TUR,Turkey,Turkish,70.0,69.7,-0.3,61231660,63610810,1,True
TUR,Turkey,Kurdish (Kurmanji),19.0,19.5,0.5,16620022,17791641,2,False
TUR,Turkey,Other,5.5,5.28,-0.22,4811059,4815083,3,False
TUR,Turkey,Arab,2.2,2.26,0.06,1924424,2060085,4,False
TUR,Turkey,Zaza,1.5,1.54,0.04,1312107,1404603,5,False
TUR,Turkey,Circassian,1.0,0.96,-0.04,874738,875470,6,False
TUR,Turkey,Bosniak/Albanian,0.8,0.77,-0.03,699790,700376,7,False
TUV,Tuvalu,Tuvaluan,96.0,95.8,-0.2,9282,9391,1,True
TUV,Tuvalu,Other,4.0,4.2,0.2,387,411,2,False
TZA,Tanzania,Other,39.0,40.57,1.57,26738463,52582523,1,True
TZA,Tanzania,Sukuma,16.0,15.59,-0.41,10969626,20206838,2,False
TZA,Tanzania,Nyamwezi,5.2,5.07,-0.13,3565128,6567222,3,False
TZA,Tanzania,Chagga,4.8,4.68,-0.12,3290888,6062051,4,False
TZA,Tanzania,Njema,4.6,4.48,-0.12,3153767,5809466,5,False
TZA,Tanzania,Haya,4.5,4.38,-0.12,3085207,5683173,6,False
TZA,Tanzania,Hehe,4.2,4.09,-0.11,2879527,5304295,7,False
TZA,Tanzania,Makonde,4.0,3.9,-0.1,2742406,5051709,8,False
TZA,Tanzania,Ha,3.5,3.41,-0.09,2399606,4420246,9,False
TZA,Tanzania,Gogo,3.4,3.31,-0.09,2331046,4293953,10,False
TZA,Tanzania,Zaramo,3.1,3.02,-0.08,2125365,3915075,11,False
TZA,Tanzania,Nyakyusa,2.8,2.73,-0.07,1919685,3536197,12,False
TZA,Tanzania,Makua,2.7,2.63,-0.07,1851124,3409904,13,False
TZA,Tanzania,Luguru,2.2,2.14,-0.06,1508324,2778440,14,False
UGA,Uganda,Other,21.3,23.32,2.02,10653214,19923262,1,True
UGA,Uganda,Baganda,16.5,16.08,-0.42,8252490,13734193,2,False
UGA,Uganda,Banyankole,9.6,9.35,-0.25,4801449,7990803,3,False
UGA,Uganda,Basoga,8.8,8.57,-0.23,4401328,7324903,4,False
UGA,Uganda,Bakiga,7.1,6.92,-0.18,3551071,5909865,5,False
UGA,Uganda,Iteso,7.0,6.82,-0.18,3501056,5826627,6,False
UGA,Uganda,Langi,6.3,6.14,-0.16,3150951,5243965,7,False
UGA,Uganda,Acholi,4.7,4.58,-0.12,2350709,3912164,8,False
UGA,Uganda,Bagisu,4.6,4.48,-0.12,2300694,3828927,9,False
UGA,Uganda,Lugbara,4.2,4.09,-0.11,2100634,3495976,10,False
UGA,Uganda,Bunyoro,2.7,2.63,-0.07,1350407,2247413,11,False
UGA,Uganda,Batoro,2.7,2.63,-0.07,1350407,2247413,12,False
UGA,Uganda,Bafumbira,2.5,2.44,-0.06,1250377,2080938,13,False
UGA,Uganda,Karamojong,2.0,1.95,-0.05,1000302,1664751,14,False
UKR,Ukraine,Ukrainian,77.8,78.96,1.16,29455252,25259612,1,True
UKR,Ukraine,Russian,17.3,16.03,-1.27,6549818,5128375,2,False
UKR,Ukraine,Other,3.5,3.71,0.21,1325108,1187136,3,False
UKR,Ukraine,Romanian / Moldovan,0.8,0.74,-0.06,302882,237150,4,False
UKR,Ukraine,Belarusian,0.6,0.56,-0.04,227161,177863,5,False
URY,Uruguay,White (European),87.7,87.36,-0.34,2970033,2842943,1,True
URY,Uruguay,Other,4.8,4.92,0.12,162556,160031,2,False
URY,Uruguay,Black,4.6,4.71,0.11,155783,153363,3,False
URY,Uruguay,Indigenous,2.4,2.46,0.06,81278,80016,4,False
URY,Uruguay,Asian,0.5,0.55,0.05,16933,18002,5,False
USA,USA,White non-Hispanic,57.8,56.45,-1.35,199656555,214980372,1,True
USA,USA,Hispanic / Latino,18.7,19.77,1.07,64594768,75301081,2,False
USA,USA,Black / African American,12.4,12.26,-0.14,42832894,46683131,3,False
