ISO3,Country,Group,Profile,TFR_2024,TFR_2050,Nat_TFR_2024,Nat_TFR_2050,Share_2024_pct,Share_2050_pct,Change_pp,Share_2050_WithoutMigrationResponse_pct,Migration_Attributed_Change_pp,Share_2050_WithoutSSASourcePoolTransition_pct,SSA_SourcePoolTransition_Attributed_Change_pp,Share_2050_LowMigrationScenario_pct,Share_2050_HighMigrationScenario_pct,Share_2050_Migration_P10_pct,Share_2050_Migration_P90_pct,Migration_Uncertainty_Width_pp,Brazilification_Share_2050_pct,Brazilification_Change_pp,Brazilification_Delta_vs_Baseline_pp,Pop_2024,Pop_2050,Demographic_Pressure,Birth_Replacement_Pressure_2050,Europe_Migration_Response_2050,Migration_Intensity_2050,Migration_Origin_Candidates,Migration_Channel_Active,Migration_SourceSupply_2050,Migration_BroadLaborMobility_2050,Migration_SkillReadiness_2050,Migration_ClimatePressure_2050,Migration_DestinationPull_2050,Migration_DiasporaNetwork_2050,Migration_CorridorAffinity_2050,Migration_SettlementRetention_2050,Migration_CorridorMultiplier_2050,Skilled_Migration_SourcePressure_2050,Skilled_Migration_ProgramIntensity_2050,BroadLabor_Migration_SourcePressure_2050,BroadLabor_Migration_ProgramIntensity_2050,SSA_LateMigration_DestinationResponse_2050,SSA_SourcePoolTransition_2050,SSA_SourcePoolCapacity_2050,AgeStructure_Youth014_2024,AgeStructure_Youth014_2050,AgeStructure_WorkingAge_2024,AgeStructure_WorkingAge_2050,AgeStructure_Elderly65Plus_2024,AgeStructure_Elderly65Plus_2050,Migration_Stock_SoftCap_2050,Migration_Linked_ResidentShare_2050,Migration_Saturation_Factor_2050,Migration_Absorption_Capacity_2050,Policy_Openness,Policy_Feedback_2050,Intermarriage_Coefficient,Assimilation_Coefficient,Diversity_Index_2024,Diversity_Index_2050,Diversity_Index_Change,Ethnic_Fractionalization_2050,Ethnolinguistic_Polarization_RQ_2050,Structural_Inequality_Drag_2050,Brazilification_IntermarriageMultiplier,Brazilification_MixedIdentityMultiplier,Brazilification_AssimilationRate,Brazilification_Diversity_Index_2050,Inclusive_Mobility_Share_2050_pct,Inclusive_Mobility_Change_pp,Inclusive_Mobility_Delta_vs_Baseline_pp,Inclusive_Mobility_IdentityFormationMultiplier,Inclusive_Mobility_MixedIdentityMultiplier,Inclusive_Mobility_IdentityTransitionRate,Inclusive_Mobility_CompositionDiversity_2050,Intergenerational_Mobility_Convergence_2050,Subnational_Regional_Concentration_2050,Climate_Migration_Stress_2050,Language_Cultural_Integration_2050,Language_Cultural_Friction_2050,Effective_Groups_2050,Urbanization_2024,Urbanization_Layer,Urban_Absorption_Pressure,HDI_2050_Gain_Link,HDI_HealthIndex_2050_Link,HDI_EducationIndex_2050_Link,HDI_IncomeIndex_2050_Link,HDI_HumanCapitalAbsorption_Link,HDI_DependencyPressure_Link,HDI_AgingPressure_Link,HDI_WorkingAgePct_2050_Link,Anchor
SMR,San Marino,Other,immigrant,1.2,1.47,1.2,1.47,4.0,4.24,0.24,3.96,0.28,4.24,0.0,4.15,4.34,4.15,4.34,0.18,4.29,0.29,0.06,1344,1429,0.386,0.0,0.0,1.853,unspecified,True,0.5,0.48,0.56,0.42,0.585,1.013,1.0,0.78,0.84,0.0,0.0,0.0,0.0,0.0,1.0,0.761,27.991,19.941,65.0,65.4,7.009,14.659,0.251,0.164,0.685,0.892,1.0,1.135,0.0,0.001,0.2784,0.2852,0.0068,0.2852,0.6222,0.1372,1.623,1.64,0.0005,0.2893,4.29,0.29,0.06,1.623,1.64,0.0005,0.2893,0.7901,0.45,0.2009,0.816,0.2309,1.4,0.55,mixed-rural-urban,0.174,0.011,1.0,0.8144,0.9749,0.7651,0.0786,0.1209,65.4,False
SOM,Somalia,Somali (Hawiye),high_fertility,6.75,4.55,6.0,4.25,30.0,30.13,0.13,30.16,-0.02,30.13,0.0,30.14,30.13,30.13,30.14,0.0,30.12,0.12,-0.01,5702746,11212043,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.232,1.0,0.78,0.942,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,30.12,0.12,-0.01,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Somali (Darood),high_fertility,6.75,4.55,6.0,4.25,32.0,32.17,0.17,32.19,-0.02,32.17,0.0,32.17,32.17,32.17,32.17,0.0,32.14,0.14,-0.03,6082930,11968931,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.24,1.0,0.78,0.945,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,32.14,0.14,-0.03,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,True
SOM,Somalia,Somali (Isaaq),high_fertility,6.75,4.55,6.0,4.25,15.0,15.07,0.07,15.08,-0.01,15.07,0.0,15.07,15.07,15.07,15.07,0.0,15.06,0.06,-0.01,2851373,5606021,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.153,1.0,0.78,0.917,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,15.06,0.06,-0.01,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Somali (Rahanweyn),high_fertility,6.75,4.55,6.0,4.25,6.0,6.03,0.03,6.03,-0.0,6.03,0.0,6.03,6.03,6.03,6.03,0.0,6.02,0.02,-0.0,1140549,2242409,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.054,1.0,0.78,0.886,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,6.02,0.02,-0.0,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Other Somali clans (Dir/other),high_fertility,6.75,4.55,6.0,4.25,7.0,7.03,0.03,7.04,-0.01,7.03,0.0,7.03,7.03,7.03,7.03,0.0,7.03,0.03,-0.0,1330641,2616143,0.0,0.0,0.0,1.25,SOM;ETH;KEN,False,0.717,0.799,0.567,0.747,0.454,1.07,1.0,0.78,0.891,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,7.03,0.03,-0.0,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Bantu (Jareer),high_fertility,6.35,4.39,6.0,4.25,5.0,4.81,-0.19,4.82,-0.0,4.81,0.0,4.82,4.81,4.81,4.82,0.02,4.83,-0.17,0.02,950458,1791277,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.035,1.0,0.78,0.78,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,4.83,-0.17,0.02,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Arab/Benadiri,majority,6.0,4.25,6.0,4.25,1.0,0.91,-0.09,0.91,-0.0,0.91,0.0,0.91,0.91,0.91,0.91,0.01,0.92,-0.08,0.01,190092,338136,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.903,1.0,0.78,0.75,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,0.92,-0.08,0.01,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Ethiopian migrant,immigrant,6.0,4.25,6.0,4.25,1.0,0.96,-0.04,0.89,0.07,0.96,0.0,0.94,0.98,0.94,0.98,0.04,0.98,-0.02,0.02,190092,356784,0.0,0.0,0.0,1.25,ETH,True,0.71,0.81,0.52,0.76,0.454,0.903,1.0,0.78,0.835,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,0.98,-0.02,0.02,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SOM,Somalia,Other,high_fertility,6.35,4.39,6.0,4.25,3.0,2.89,-0.11,2.89,-0.0,2.89,0.0,2.89,2.88,2.88,2.89,0.01,2.9,-0.1,0.01,570275,1074766,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.986,1.0,0.78,0.769,0.0,0.0,0.822,0.0,0.0,1.0,0.761,44.5,45.913,53.5,50.46,2.0,3.627,0.251,0.01,0.997,0.725,1.0,1.0,0.0,0.001,0.773,0.7711,-0.0019,0.7711,2.4279,0.3403,2.087,2.332,0.0005,0.7714,2.9,-0.1,0.01,2.087,2.332,0.0005,0.7714,0.2654,0.2387,0.1617,0.5476,0.3247,4.37,0.36,rural-heavy,0.0,0.0341,0.6345,0.2938,0.4511,0.0,0.72,0.0,50.46,False
SRB,Serbia,Serb,majority,1.5,1.68,1.5,1.68,80.6,79.7,-0.9,80.36,-0.67,79.7,0.0,79.92,79.44,79.44,79.92,0.48,79.59,-1.01,-0.1,5429391,4409476,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,1.3,1.0,0.78,1.004,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,79.59,-1.01,-0.1,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,True
SRB,Serbia,Hungarian,low_fertility,1.1,1.52,1.5,1.68,2.8,2.32,-0.48,2.34,-0.02,2.32,0.0,2.34,2.29,2.29,2.34,0.04,2.36,-0.44,0.04,188614,128206,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.98,1.0,0.78,0.893,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,2.36,-0.44,0.04,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Bosniak,high_fertility,1.85,1.82,1.5,1.68,2.3,2.6,0.3,2.63,-0.02,2.6,0.0,2.6,2.61,2.6,2.61,0.01,2.57,0.27,-0.03,154933,144081,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.963,1.0,0.78,0.887,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,2.57,0.27,-0.03,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Romani,high_fertility,2.55,2.1,1.5,1.68,2.0,2.73,0.73,2.76,-0.02,2.73,0.0,2.71,2.76,2.71,2.76,0.05,2.65,0.65,-0.09,134724,151256,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.952,1.0,0.78,0.883,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,2.65,0.65,-0.09,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Slovak,low_fertility,1.1,1.52,1.5,1.68,0.7,0.58,-0.12,0.58,-0.0,0.58,0.0,0.58,0.57,0.57,0.58,0.01,0.59,-0.11,0.01,47154,32052,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.884,1.0,0.78,0.859,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,0.59,-0.11,0.01,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Croat,low_fertility,1.1,1.52,1.5,1.68,0.8,0.66,-0.14,0.67,-0.01,0.66,0.0,0.67,0.66,0.66,0.67,0.01,0.67,-0.13,0.01,53890,36630,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.891,1.0,0.78,0.861,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,0.67,-0.13,0.01,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Albanian,high_fertility,1.85,1.82,1.5,1.68,0.6,0.68,0.08,0.69,-0.01,0.68,0.0,0.68,0.68,0.68,0.68,0.0,0.67,0.07,-0.01,40417,37586,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,0.876,1.0,0.78,0.856,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,0.67,0.07,-0.01,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SRB,Serbia,Other,assimilating,1.5,1.68,1.5,1.68,10.2,10.73,0.53,9.98,0.75,10.73,0.0,10.5,11.0,10.5,11.0,0.5,10.89,0.69,0.16,687094,593574,0.559,0.464,0.138,2.296,unspecified,False,0.5,0.48,0.56,0.42,0.715,1.11,1.0,0.78,0.938,0.0,0.0,0.0,0.0,0.0,1.0,0.761,11.259,5.724,62.5,60.7,26.241,33.576,0.251,0.0,1.0,0.876,1.0,1.223,0.0,0.001,0.3381,0.3513,0.0132,0.3513,0.84,0.2324,1.691,1.723,0.0005,0.3526,10.89,0.69,0.16,1.691,1.723,0.0005,0.3526,0.6925,0.529,0.24,0.808,0.2458,1.54,0.55,mixed-rural-urban,0.251,0.0268,0.8917,0.8466,0.8419,0.6535,0.4727,0.9807,60.7,False
SSD,South Sudan,Dinka,high_fertility,5.45,3.83,4.7,3.53,35.8,38.48,2.68,38.48,0.0,38.48,0.0,38.41,38.55,38.41,38.55,0.14,37.95,2.15,-0.53,4275741,7058284,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.253,1.0,0.78,0.828,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,37.95,2.15,-0.53,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,True
SSD,South Sudan,Nuer,high_fertility,5.45,3.83,4.7,3.53,15.6,16.47,0.87,16.47,0.0,16.47,0.0,16.44,16.5,16.44,16.5,0.06,16.4,0.8,-0.07,1863172,3021105,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.157,1.0,0.78,0.807,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,16.4,0.8,-0.07,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Shilluk,majority,4.7,3.53,4.7,3.53,5.7,5.34,-0.36,5.34,0.0,5.34,0.0,5.35,5.33,5.33,5.35,0.02,5.37,-0.33,0.03,680774,979388,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.048,1.0,0.78,0.783,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,5.37,-0.33,0.03,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Azande,majority,4.7,3.53,4.7,3.53,4.6,4.31,-0.29,4.31,0.0,4.31,0.0,4.32,4.3,4.3,4.32,0.02,4.33,-0.27,0.02,549397,790383,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.027,1.0,0.78,0.778,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,4.33,-0.27,0.02,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Bari,majority,4.7,3.53,4.7,3.53,3.4,3.19,-0.21,3.19,0.0,3.19,0.0,3.19,3.18,3.18,3.19,0.01,3.2,-0.2,0.02,406076,584196,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.998,1.0,0.78,0.771,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,3.2,-0.2,0.02,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Lotuko,majority,4.7,3.53,4.7,3.53,3.0,2.81,-0.19,2.81,0.0,2.81,0.0,2.82,2.8,2.8,2.82,0.01,2.83,-0.17,0.02,358302,515467,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.986,1.0,0.78,0.769,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,2.83,-0.17,0.02,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Murle,majority,4.7,3.53,4.7,3.53,2.5,2.34,-0.16,2.34,0.0,2.34,0.0,2.35,2.34,2.34,2.35,0.01,2.35,-0.15,0.01,298585,429556,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.97,1.0,0.78,0.765,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,2.35,-0.15,0.01,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Zande,majority,4.7,3.53,4.7,3.53,2.5,2.34,-0.16,2.34,0.0,2.34,0.0,2.35,2.34,2.34,2.35,0.01,2.35,-0.15,0.01,298585,429556,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,0.97,1.0,0.78,0.765,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,2.35,-0.15,0.01,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
SSD,South Sudan,Other (60+ groups),assimilating,4.7,3.53,4.7,3.53,26.9,24.72,-2.18,24.72,0.0,24.72,0.0,24.77,24.66,24.66,24.77,0.11,25.21,-1.69,0.49,3212777,4534039,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.219,1.0,0.78,0.821,0.0,0.0,0.0,0.0,0.0,1.0,0.761,43.882,45.112,54.0,51.04,2.119,3.848,0.251,0.0,1.0,0.714,1.0,1.0,0.0,0.001,0.7665,0.7561,-0.0104,0.7561,2.3561,0.3392,2.064,2.323,0.0005,0.7578,25.21,-1.69,0.49,2.064,2.323,0.0005,0.7578,0.2945,0.2334,0.1849,0.5728,0.3043,4.1,0.332,rural-heavy,0.0,0.0144,0.5827,0.3685,0.3034,0.0277,0.72,0.0,51.04,False
STP,Sao Tome & Principe,Mestico (Forros),majority,3.8,3.04,3.8,3.04,44.9,45.68,0.78,45.89,-0.21,45.68,0.0,45.73,45.61,45.61,45.73,0.13,45.17,0.27,-0.51,105761,166776,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.279,1.0,0.78,0.834,0.0,0.0,0.0,0.0,0.0,1.0,0.761,40.463,41.398,57.0,53.0,2.537,5.603,0.251,0.064,0.93,0.814,1.0,1.0,0.0,0.001,0.7206,0.7156,-0.005,0.7156,2.1544,0.3071,1.988,2.259,0.0005,0.7188,45.17,0.27,-0.51,1.988,2.259,0.0005,0.7188,0.4245,0.2229,0.2074,0.6737,0.227,3.52,0.29,rural-heavy,0.0,0.0626,0.81,0.6275,0.6737,0.1619,0.6609,0.0,53.0,True
STP,Sao Tome & Principe,Angolares,majority,3.8,3.04,3.8,3.04,15.0,14.96,-0.04,15.03,-0.07,14.96,0.0,14.98,14.94,14.94,14.98,0.04,14.95,-0.05,-0.01,35332,54624,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.153,1.0,0.78,0.806,0.0,0.0,0.0,0.0,0.0,1.0,0.761,40.463,41.398,57.0,53.0,2.537,5.603,0.251,0.064,0.93,0.814,1.0,1.0,0.0,0.001,0.7206,0.7156,-0.005,0.7156,2.1544,0.3071,1.988,2.259,0.0005,0.7188,14.95,-0.05,-0.01,1.988,2.259,0.0005,0.7188,0.4245,0.2229,0.2074,0.6737,0.227,3.52,0.29,rural-heavy,0.0,0.0626,0.81,0.6275,0.6737,0.1619,0.6609,0.0,53.0,False
STP,Sao Tome & Principe,Tongas (mixed),assimilating,3.8,3.04,3.8,3.04,10.0,9.83,-0.17,9.88,-0.05,9.83,0.0,9.84,9.82,9.82,9.84,0.03,9.95,-0.05,0.11,23555,35901,0.0,0.0,0.0,1.25,unspecified,False,0.5,0.48,0.56,0.42,0.454,1.108,1.0,0.78,0.796,0.0,0.0,0.0,0.0,0.0,1.0,0.761,40.463,41.398,57.0,53.0,2.537,5.603,0.251,0.064,0.93,0.814,1.0,1.0,0.0,0.001,0.7206,0.7156,-0.005,0.7156,2.1544,0.3071,1.988,2.259,0.0005,0.7188,9.95,-0.05,0.11,1.988,2.259,0.0005,0.7188,0.4245,0.2229,0.2074,0.6737,0.227,3.52,0.29,rural-heavy,0.0,0.0626,0.81,0.6275,0.6737,0.1619,0.6609,0.0,53.0,False
