City,Country,ISO3,Country_Alpha2,Continent,Latitude,Longitude,GeoNames_Population,Is_Capital,City_Rank_In_Selected_Country,Matched_Subdivision,City_HDI_2025,City_HDI_2050,City_HDI_Change,National_HDI_2025,National_HDI_2050,Urban_Premium_2025,Urban_Premium_2050,Projection_Method,Confidence,Data_Status,GeoNames_ID
Dehiwala-Mount Lavinia,Sri Lanka,LKA,LK,,6.84019,79.87116,219827,False,2,Western Province,0.77963,0.829323,0.049693,0.776,0.827,0.00363,0.002323,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1234569
Maharagama,Sri Lanka,LKA,LK,,6.848,79.9265,195355,False,3,Western Province,0.779284,0.829102,0.049818,0.776,0.827,0.003284,0.002102,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1236854
Sukrah,Tunisia,TUN,TN,Africa,36.87744,10.2468,159862,False,4,Ariana Governorate,0.749437,0.829,0.079563,0.746,0.8268,0.003437,0.0022,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2464960
Jaffna,Sri Lanka,LKA,LK,,9.66845,80.00742,169102,False,4,Northern Province,0.778919,0.828868,0.049949,0.776,0.827,0.002919,0.001868,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1242833
Moratuwa,Sri Lanka,LKA,LK,,6.773,79.8816,168280,False,5,Western Province,0.778657,0.828701,0.050043,0.776,0.827,0.002657,0.001701,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1234633
Homyel',Belarus,BLR,BY,Europe,52.4345,30.9754,501193,False,2,Homyel' Voblasc',0.82692,0.828469,0.001549,0.824,0.8266,0.00292,0.001869,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,627907
Hrodna,Belarus,BLR,BY,Europe,53.6758,23.82887,363718,False,3,Grodnenskaya,0.826578,0.82825,0.001672,0.824,0.8266,0.002578,0.00165,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,627904
Zarqa,Jordan,JOR,JO,Asia/Pacific,32.07275,36.08796,792665,False,2,Zarqa,0.754591,0.827954,0.073363,0.754,0.8295,0.005238,0.003352,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,250090
Chattogram,Bangladesh,BGD,BD,Asia/Pacific,22.3384,91.83168,3920222,False,2,Chittagong,0.704294,0.827654,0.123359,0.685,0.8161,0.009182,0.005877,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1205733
Sfax,Tunisia,TUN,TN,Africa,34.74056,10.76028,280566,False,2,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",0.751374,0.827225,0.075851,0.746,0.8268,0.004553,0.002914,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2467454
Russeifa,Jordan,JOR,JO,Asia/Pacific,32.01778,36.04639,268237,False,4,Zarqa,0.753081,0.826988,0.073907,0.754,0.8295,0.003728,0.002386,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,7838895
Sousse,Tunisia,TUN,TN,Africa,35.82539,10.63699,221715,False,3,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",0.750857,0.826894,0.076037,0.746,0.8268,0.004036,0.002583,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2464915
Santa Cruz de la Sierra,Bolivia,BOL,BO,America,-17.78629,-63.18117,1831434,False,3,Santa Cruz,0.790122,0.825379,0.035257,0.733,0.7813,0.00633,0.004051,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3904906
Irbid,Jordan,JOR,JO,Asia/Pacific,32.55556,35.85,569068,False,3,Irbid,0.751015,0.825092,0.074078,0.754,0.8295,0.004662,0.002983,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,248946
Mindelo,Cape Verde,CPV,CV,Africa,16.89014,-24.98042,69013,False,2,Sao Vicente,0.672709,0.823714,0.151005,0.668,0.8207,0.004709,0.003014,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3374462
Abuja,Nigeria,NGA,NG,Africa,9.05785,7.49508,2690000,True,1,Abuja FCT,0.695468,0.823304,0.127836,0.56,0.7225,0.015724,0.010063,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2352778
Espargos,Cape Verde,CPV,CV,Africa,16.75524,-22.9446,24500,False,3,Sal,0.671863,0.823172,0.151309,0.668,0.8207,0.003863,0.002472,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,8521418
Blida,Algeria,DZA,DZ,Africa,36.47004,2.8277,331779,False,5,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",0.790987,0.823029,0.032042,0.763,0.8016,0.003429,0.002195,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2503769
Assomada,Cape Verde,CPV,CV,Africa,15.1,-23.68333,21297,False,4,Santa Catarina,0.671424,0.822892,0.151467,0.668,0.8207,0.003424,0.002192,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3374888
Rabat,Morocco,MAR,MA,Africa,34.01325,-6.83255,1655753,True,1,Rabat-Sale-Kenitra,0.718834,0.821854,0.10302,0.71,0.8162,0.008834,0.005654,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2538475
Casablanca,Morocco,MAR,MA,Africa,33.58831,-7.61138,3665954,False,2,Casablanca-Settat,0.718174,0.821431,0.103257,0.71,0.8162,0.008174,0.005231,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2553604
Vitebsk,Belarus,BLR,BY,Europe,55.1904,30.2049,358927,False,4,Vitebsk region,0.819662,0.821297,0.001635,0.824,0.8266,0.002394,0.001532,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,620127
Isfahan,Iran,IRN,IR,Asia/Pacific,32.65246,51.67462,1547164,False,3,Isfahan,0.803102,0.820725,0.017623,0.799,0.8181,0.004102,0.002625,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,418863
Karaj,Iran,IRN,IR,Asia/Pacific,35.83266,50.99155,1448075,False,4,Alborz Province,0.802841,0.820558,0.017717,0.799,0.8181,0.003841,0.002458,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,128747
Fes,Morocco,MAR,MA,Africa,34.03313,-5.00028,1191905,False,3,Fes-Meknes,0.716612,0.820432,0.10382,0.71,0.8162,0.006612,0.004232,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2548885
Tabriz,Iran,IRN,IR,Asia/Pacific,38.08,46.2919,1424641,False,5,East Azerbaijan,0.802611,0.820411,0.0178,0.799,0.8181,0.003611,0.002311,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,113646
Kingston,Jamaica,JAM,JM,America,17.99702,-76.79358,937700,True,1,"Kingston, St Andrew",0.73691,0.820213,0.083303,0.72,0.8091,0.007856,0.005028,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3489854
Tangier,Morocco,MAR,MA,Africa,35.76727,-5.79975,1035141,False,4,Tanger-Tetouan-Al Hoceima,0.716094,0.8201,0.104006,0.71,0.8162,0.006094,0.0039,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2530335
Marrakesh,Morocco,MAR,MA,Africa,31.63416,-7.99994,995871,False,5,Marrakesh-Safi,0.715685,0.819838,0.104154,0.71,0.8162,0.005685,0.003638,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2542997
Mahilyow,Belarus,BLR,BY,Europe,53.90876,30.34044,352896,False,5,Mogilev region,0.817476,0.81946,0.001984,0.824,0.8266,0.002208,0.001413,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,625665
Kyiv,Ukraine,UKR,UA,Europe,50.45466,30.5238,2952301,True,1,Kyiv City,0.785485,0.81905,0.033565,0.779,0.8149,0.006485,0.00415,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,703448
Kharkiv,Ukraine,UKR,UA,Europe,49.98177,36.25475,1421125,False,2,Kharkiv,0.78392,0.818048,0.034129,0.779,0.8149,0.00492,0.003148,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,706483
Quito,Ecuador,ECU,EC,America,-0.22985,-78.52495,2781641,True,1,Pichincha,0.783527,0.817877,0.03435,0.777,0.8137,0.006527,0.004177,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3652462
Odesa,Ukraine,UKR,UA,Europe,46.48572,30.74383,1010537,False,3,Odesa,0.783418,0.817728,0.034309,0.779,0.8149,0.004418,0.002828,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,698740
Dnipro,Ukraine,UKR,UA,Europe,48.46664,35.04066,968502,False,4,Dnipropetrovsk,0.783134,0.817546,0.034412,0.779,0.8149,0.004134,0.002646,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,709930
Suva,Fiji,FJI,FJ,Asia/Pacific,-18.13683,178.42531,77366,True,1,Ra,0.705848,0.817541,0.111693,0.731,0.841,0.005047,0.00323,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2198148
Donetsk,Ukraine,UKR,UA,Europe,48.023,37.80224,901645,False,5,Donetsk,0.782829,0.817351,0.034521,0.779,0.8149,0.003829,0.002451,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,709717
Guayaquil,Ecuador,ECU,EC,America,-2.19616,-79.88621,2723665,False,2,Guayas,0.782465,0.817198,0.034733,0.777,0.8137,0.005465,0.003498,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3657509
Majuro,Marshall Islands,MHL,MH,,7.08971,171.38027,25400,True,1,Majuro Atoll,0.737581,0.816832,0.079251,0.733,0.8139,0.004581,0.002932,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2113779
Nasinu,Fiji,FJI,FJ,Asia/Pacific,-18.07051,178.51313,92043,False,2,Ra,0.704655,0.816777,0.112123,0.731,0.841,0.003854,0.002466,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,8740209
Mogoditshane,Botswana,BWA,BW,Africa,-24.62694,25.86556,88004,False,3,Kweneng,0.718407,0.816629,0.098222,0.731,0.832,0.003477,0.002225,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,933331
Cuenca,Ecuador,ECU,EC,America,-2.8953,-78.9963,636996,False,3,Azuay,0.781136,0.816347,0.035211,0.777,0.8137,0.004136,0.002647,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3658666
Molepolole,Botswana,BWA,BW,Africa,-24.40659,25.49508,74861,False,5,Kweneng,0.717585,0.816103,0.098518,0.731,0.832,0.002655,0.001699,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,933305
Santo Domingo de los Colorados,Ecuador,ECU,EC,America,-0.25368,-79.17628,458580,False,4,Santo Domingo de los Tsachilas,0.780637,0.816028,0.035391,0.777,0.8137,0.003637,0.002328,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3651297
Dalap-Uliga-Dorrit,Marshall Islands,MHL,MH,,7.087,171.377,20301,False,2,Majuro Atoll,0.736234,0.81597,0.079736,0.733,0.8139,0.003234,0.00207,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,8347657
Ambato,Ecuador,ECU,EC,America,-1.24908,-78.61675,387309,False,5,Tungurahua Province,0.780256,0.815784,0.035528,0.777,0.8137,0.003256,0.002084,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3660689
Yaren,Nauru,NRU,NR,,-0.55085,166.9252,1100,True,1,Yaren District,0.708279,0.814579,0.1063,0.703,0.8112,0.005279,0.003379,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,7626461
Dili,Timor-Leste,TLS,TL,Asia/Pacific,-8.55861,125.57361,150000,True,1,Dili,0.762679,0.814395,0.051717,0.634,0.7133,0.008454,0.00541,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1645457
Durban,South Africa,ZAF,ZA,Africa,-29.8579,31.0292,3338026,False,4,KwaZulu Natal,0.744319,0.813635,0.069317,0.741,0.8147,0.006304,0.004034,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1007311
Tarawa,Kiribati,KIR,KI,Asia/Pacific,1.3278,172.97696,40311,True,1,Souyth Tarawa,0.694157,0.813509,0.119352,0.644,0.7769,0.006651,0.004257,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2110257
Port Moresby,Papua New Guinea,PNG,PG,Asia/Pacific,-9.47723,147.15089,283733,True,1,National Capital District,0.741622,0.813145,0.071523,0.576,0.6831,0.0112,0.007168,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2088122
Oshakati,Namibia,NAM,NA,Africa,-17.78833,15.70436,43309,False,5,Oshana,0.689655,0.812949,0.123294,0.665,0.7983,0.00302,0.001933,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3354021
New Kingston,Jamaica,JAM,JM,America,18.00747,-76.78319,583958,False,2,Saint Andrew Parish,0.72594,0.812902,0.086962,0.72,0.8091,0.00594,0.003802,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3489297
Ciudad del Este,Paraguay,PRY,PY,America,-25.5036,-54.65067,301815,False,2,Alto Parana Department,0.760367,0.811895,0.051528,0.756,0.8091,0.004367,0.002795,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3439101
Spanish Town,Jamaica,JAM,JM,America,17.99107,-76.95742,145018,False,3,Saint Catherine Parish,0.724176,0.811773,0.087597,0.72,0.8091,0.004176,0.002673,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3488465
Tokmok,Kyrgyzstan,KGZ,KG,Asia/Pacific,42.84194,75.30149,71443,False,5,Chuy,0.731029,0.811681,0.080652,0.72,0.8056,0.002755,0.001763,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1527199
San Lorenzo,Paraguay,PRY,PY,America,-25.33968,-57.50879,227876,False,3,Central Department,0.75984,0.811557,0.051718,0.756,0.8091,0.00384,0.002457,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3437056
Portmore,Jamaica,JAM,JM,America,17.97102,-76.88691,102861,False,4,Saint Catherine Parish,0.723476,0.811325,0.087849,0.72,0.8091,0.003476,0.002225,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3488981
Capiata,Paraguay,PRY,PY,America,-25.3552,-57.44545,198553,False,4,Central Department,0.759433,0.811297,0.051864,0.756,0.8091,0.003433,0.002197,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3439214
Trujillo,Peru,PER,PE,America,-8.11599,-79.02998,1067700,False,4,"North (Tumbes, Piura, Lambayeque, Cajamarca, La Libertad)",0.774922,0.811065,0.036143,0.794,0.8335,0.003788,0.002424,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3691175
Montego Bay,Jamaica,JAM,JM,America,18.47116,-77.91883,82867,False,5,Saint James Parish,0.722905,0.810959,0.088054,0.72,0.8091,0.002905,0.001859,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3489460
Lambare,Paraguay,PRY,PY,America,-25.34682,-57.60647,126377,False,5,Central Department,0.758762,0.810868,0.052106,0.756,0.8091,0.002762,0.001768,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3437863
Piura,Peru,PER,PE,America,-5.18192,-80.65715,630000,False,5,"North (Tumbes, Piura, Lambayeque, Cajamarca, La Libertad)",0.774347,0.810698,0.03635,0.794,0.8335,0.003213,0.002057,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3693528
Punakha,Bhutan,BTN,BT,Asia/Pacific,27.59137,89.87743,21500,False,4,Punakha,0.708289,0.810632,0.102342,0.698,0.8102,0.003032,0.001941,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1252479
Salvador,Brazil,BRA,BR,America,-12.97563,-38.49096,2711840,False,5,Bahia,0.764708,0.809643,0.044935,0.786,0.8312,0.004417,0.002827,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3450554
Puebla,Mexico,MEX,MX,America,19.04778,-98.20723,1692181,False,4,Puebla,0.755189,0.809424,0.054234,0.789,0.8415,0.00424,0.002714,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3521081
Tiraspol,Moldova,MDA,MD,Europe,46.84275,29.6284,157000,False,2,Transnistria,0.788182,0.809236,0.021055,0.785,0.8072,0.003182,0.002036,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,617239
Balti,Moldova,MDA,MD,Europe,47.76291,27.92854,125000,False,3,Balti,0.787779,0.808979,0.021199,0.785,0.8072,0.002779,0.001779,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,618605
Mashhad,Iran,IRN,IR,Asia/Pacific,36.29807,59.60567,2307177,False,2,Khorasan-e-Razavi,0.791805,0.808826,0.01702,0.799,0.8181,0.004574,0.002928,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,124665
Bender,Moldova,MDA,MD,Europe,46.83158,29.47671,110175,False,4,Bender Municipality,0.787448,0.808767,0.021319,0.785,0.8072,0.002448,0.001567,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,618577
Shubra al Khaymah,Egypt,EGY,EG,Africa,30.12511,31.25053,1240289,False,4,Qalyubia,0.759029,0.808519,0.04949,0.754,0.8053,0.005029,0.003219,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,349076
Ribnita,Moldova,MDA,MD,Europe,47.76817,29.01,55455,False,5,Transnistria,0.786725,0.808304,0.021579,0.785,0.8072,0.001725,0.001104,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,617486
Rangpur,Bangladesh,BGD,BD,Asia/Pacific,25.74664,89.25166,1031388,False,5,"Kurigram, Lalmonirhat, Rangpur",0.679484,0.808031,0.128547,0.685,0.8161,0.006372,0.004078,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1185188
Fortaleza,Brazil,BRA,BR,America,-3.71722,-38.54306,2400000,False,6,Ceara,0.761623,0.80706,0.045436,0.786,0.8312,0.004332,0.002773,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3399415
Karakol,Kyrgyzstan,KGZ,KG,Asia/Pacific,42.49047,78.39197,84351,False,4,Issyk-Kul,0.725549,0.807049,0.0815,0.72,0.8056,0.003275,0.002096,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1528121
Algiers,Algeria,DZA,DZ,Africa,36.73225,3.08746,2364230,True,1,Algiers,0.769993,0.806076,0.036083,0.763,0.8016,0.006993,0.004476,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2507480
Accra,Ghana,GHA,GH,Africa,5.55602,-0.1969,1963264,True,1,Greater Accra,0.712229,0.806033,0.093804,0.628,0.7428,0.012375,0.00792,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2306104
Paramaribo,Suriname,SUR,SR,America,5.86638,-55.16682,223757,True,1,Paramaribo,0.763699,0.805779,0.04208,0.722,0.7754,0.006342,0.004059,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3383330
Blauwgrond,Suriname,SUR,SR,America,5.84342,-55.11929,31483,False,2,Paramaribo,0.760772,0.803906,0.043134,0.722,0.7754,0.003415,0.002186,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3384562
Samarkand,Uzbekistan,UZB,UZ,Asia/Pacific,39.65456,66.96445,595200,False,4,"Central (Navoi, Bukhara, Samarkand)",0.719501,0.803853,0.084352,0.74,0.8262,0.004755,0.003043,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1216265
Latour,Suriname,SUR,SR,America,5.79668,-55.20858,29526,False,3,Paramaribo,0.760424,0.803683,0.043259,0.722,0.7754,0.003067,0.001963,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,13607831
Namangan,Uzbekistan,UZB,UZ,Asia/Pacific,40.9983,71.67257,713220,False,3,"East (Namangan, Fergana, Andizhan)",0.718986,0.803335,0.08435,0.74,0.8262,0.00524,0.003353,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1513157
Constantine,Algeria,DZA,DZ,Africa,36.365,6.61472,448028,False,3,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",0.767788,0.803253,0.035465,0.763,0.8016,0.00423,0.002707,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2501152
Rainville,Suriname,SUR,SR,America,5.83436,-55.13769,22747,False,5,Paramaribo,0.759727,0.803237,0.04351,0.722,0.7754,0.00237,0.001517,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3383188
Tegucigalpa,Honduras,HND,HN,America,14.0818,-87.20681,850848,True,1,Francisco Morazan,0.727105,0.802982,0.075877,0.645,0.7407,0.010528,0.006738,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3600949
Annaba,Algeria,DZA,DZ,Africa,36.9,7.76667,342703,False,4,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",0.767293,0.802936,0.035644,0.763,0.8016,0.003735,0.00239,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2506999
Maun,Botswana,BWA,BW,Africa,-19.98333,23.41667,85350,False,4,"North-West, Ngamiland",0.699045,0.800786,0.101742,0.731,0.832,0.003115,0.001993,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,933366
Kathmandu,Nepal,NPL,NP,Asia/Pacific,27.70169,85.3206,1442271,True,1,Bagmati province,0.685187,0.800678,0.115491,0.622,0.7551,0.012162,0.007784,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1283240
Dasoguz,Turkmenistan,TKM,TM,Asia/Pacific,41.83625,59.96661,201142,False,3,Dasoguz,0.767563,0.79978,0.032217,0.764,0.7975,0.003563,0.00228,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,601734
Franceville,Gabon,GAB,GA,Africa,-1.63333,13.58357,132895,False,3,Haut Ogooue,0.742955,0.799359,0.056404,0.733,0.795,0.003834,0.002454,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2400555
Giza,Egypt,EGY,EG,Africa,30.00944,31.20861,4367343,False,3,Giza,0.751492,0.798728,0.047235,0.754,0.8053,0.006393,0.004092,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,360995
Oran,Algeria,DZA,DZ,Africa,35.69906,-0.63588,803329,False,2,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",0.762539,0.798662,0.036123,0.763,0.8016,0.004981,0.003188,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2485926
Bharatpur,Nepal,NPL,NP,Asia/Pacific,27.68027,84.43647,369377,False,3,Bagmati province,0.68054,0.797704,0.117164,0.622,0.7551,0.007515,0.00481,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1283613
Patan,Nepal,NPL,NP,Asia/Pacific,27.67658,85.31417,299283,False,4,Bagmati province,0.679711,0.797173,0.117462,0.622,0.7551,0.006686,0.004279,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1282931
Port-Vila,Vanuatu,VUT,VU,Asia/Pacific,-17.73648,168.31366,35901,True,1,Port Vila,0.70116,0.796536,0.095376,0.621,0.7358,0.007186,0.004599,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2135171
Tuerkmenbasy,Turkmenistan,TKM,TM,Asia/Pacific,40.02216,52.95517,91745,False,5,Balkan,0.766708,0.796342,0.029634,0.764,0.7975,0.002378,0.001522,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,601594
Guatemala City,Guatemala,GTM,GT,America,14.64072,-90.51327,994938,True,1,Guatemala,0.672102,0.795866,0.123763,0.662,0.7894,0.010102,0.006466,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3598132
Brazzaville,Congo,COG,CG,Africa,-4.26613,15.28318,1982000,True,1,Brazzaville,0.767022,0.795382,0.028359,0.649,0.702,0.011527,0.007378,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2260535
Villa Nueva,Guatemala,GTM,GT,America,14.52512,-90.58544,618397,False,2,Guatemala,0.669655,0.794299,0.124644,0.662,0.7894,0.007655,0.004899,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3587902
Mixco,Guatemala,GTM,GT,America,14.63077,-90.60711,465773,False,3,Guatemala,0.668839,0.793777,0.124938,0.662,0.7894,0.006839,0.004377,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3592519
Tuerkmenabat,Turkmenistan,TKM,TM,Asia/Pacific,39.07328,63.57861,230861,False,2,Lebap,0.763282,0.793113,0.029831,0.764,0.7975,0.003952,0.002529,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1219649
