City,Country,ISO3,Country_Alpha2,Continent,Latitude,Longitude,GeoNames_Population,Is_Capital,City_Rank_In_Selected_Country,Matched_Subdivision,City_HDI_2025,City_HDI_2050,City_HDI_Change,National_HDI_2025,National_HDI_2050,Urban_Premium_2025,Urban_Premium_2050,Projection_Method,Confidence,Data_Status,GeoNames_ID
Nuku'alofa,Tonga,TON,TO,Asia/Pacific,-21.13683,-175.20114,22400,True,1,Tongatapu,0.800055,0.854425,0.05437,0.769,0.8315,0.003744,0.002396,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,4032402
Hanoi,Vietnam,VNM,VN,Asia/Pacific,21.0245,105.84117,8053663,True,1,Hanoi,0.773838,0.854116,0.080278,0.766,0.8491,0.007838,0.005016,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1581130
Elbasan,Albania,ALB,AL,Europe,41.11138,20.08224,100903,False,4,Elbasan,0.808968,0.854047,0.045079,0.81,0.8579,0.001975,0.001264,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,783263
Ho Chi Minh City,Vietnam,VNM,VN,Asia/Pacific,10.82302,106.62965,14002598,False,2,Ho Chi Minh City (HCMC),0.772888,0.853508,0.08062,0.766,0.8491,0.006888,0.004408,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1566083
Shkoder,Albania,ALB,AL,Europe,42.06828,19.51258,95553,False,5,Shkoder,0.807736,0.853056,0.045321,0.81,0.8579,0.001743,0.001115,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3184081
Port Said,Egypt,EGY,EG,Africa,31.26531,32.3019,780515,False,5,Port Said,0.81544,0.852888,0.037448,0.754,0.8053,0.004341,0.002778,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,358619
Haiphong,Vietnam,VNM,VN,Asia/Pacific,20.86481,106.68345,2625200,False,3,Hai Phong,0.771554,0.852655,0.0811,0.766,0.8491,0.005554,0.003555,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1581298
Can Tho,Vietnam,VNM,VN,Asia/Pacific,10.03711,105.78825,1507187,False,4,Can Tho City,0.77084,0.852198,0.081357,0.766,0.8491,0.00484,0.003098,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1586203
Hue,Vietnam,VNM,VN,Asia/Pacific,16.4619,107.59546,1380000,False,5,Thua Thien Hue Province,0.770496,0.851977,0.081481,0.766,0.8491,0.004496,0.002877,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1580240
Medellin,Colombia,COL,CO,America,6.245,-75.57151,1999979,False,3,Antioquia (incl Medellin),0.813388,0.85065,0.037262,0.788,0.8334,0.004623,0.002959,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3674962
Chisinau,Moldova,MDA,MD,Europe,47.00902,28.85938,635994,True,1,Chisinau,0.844142,0.850466,0.006324,0.785,0.8072,0.005153,0.003298,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,618426
Labasa,Fiji,FJI,FJ,Asia/Pacific,-16.4332,179.36451,27949,False,5,Ba,0.745069,0.850126,0.105058,0.731,0.841,0.002268,0.001451,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2204582
