Rank_Source,Subdivision,Country_Source,ISO3,Country,Continent_Source,National_HDI_Source,National_Rank_Source,Subdivision_HDI_2025_Source,Subdivision_Weight_2024,Subdivision_Weight_2050,Subdivision_Weight,Weight_Method,National_HDI_2025_Target,National_HDI_2050_Target,Subdivision_HDI_2025_Reconciled,Subdivision_HDI_2050_Projected,Subdivision_HDI_Change_2025_to_2050,Country_Subdivision_Count,Country_Source_Mean_HDI_2025,Country_Internal_Gap_Shrink_Factor,Population_2024,Population_2050,Subdivision_Population_2024_Est,Subdivision_Population_2050_Est,Subdivision_Population_Growth_2024_to_2050,Population_Weight_Confidence,DevelopmentMomentumTier,Trajectory
909,Maranhao,Brazil,BRA,Brazil,America,0.786,27.0,0.729,0.03353658536585366,0.02526678279518795,0.02526678279518795,seeded_population_prior_population_first_evolved_to_2050_then_hdi_reconciled,0.786,0.8312,0.729291,0.780688,0.051398,27,0.785709,0.842824,211998565,217489300,7109707.972560976,5495254.903377471,-0.227077,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
417,Yerevan,Armenia,ARM,Armenia,Asia/Pacific,0.811,1.0,0.847,0.14603322185993123,0.19551722488463538,0.19551722488463538,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.852716,0.886961,0.034245,11,0.805284,0.843394,2973843,2495200,434279.87459560344,487854.5795321422,0.123364,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
495,Kotayk,Armenia,ARM,Armenia,Asia/Pacific,0.811,2.0,0.818,0.10831228758229235,0.11878111482505428,0.11878111482505428,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.823716,0.862503,0.038787,11,0.805284,0.843394,2973843,2495200,322103.738240587,296382.6377114754,-0.079853,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
535,Shirak,Armenia,ARM,Armenia,Asia/Pacific,0.811,3.0,0.808,0.0966249676907538,0.0978989505745605,0.0978989505745605,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.813716,0.854069,0.040353,11,0.805284,0.843394,2973843,2495200,287347.4837923743,244277.46147364334,-0.149888,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
540,Vayots Dzor,Armenia,ARM,Armenia,Asia/Pacific,0.811,4.0,0.807,0.09552796474252533,0.09602428904126864,0.09602428904126864,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.812716,0.853225,0.040509,11,0.805284,0.843394,2973843,2495200,284085.16925380577,239599.8060157735,-0.156592,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
549,Syunik,Armenia,ARM,Armenia,Asia/Pacific,0.811,5.0,0.805,0.09337118094166307,0.09238197193672726,0.09238197193672726,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.810716,0.851539,0.040823,11,0.805284,0.843394,2973843,2495200,277671.23284509813,230511.49637652186,-0.16984,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
584,Tavush,Armenia,ARM,Armenia,Asia/Pacific,0.811,6.0,0.798,0.0861987553733985,0.08068794890262003,0.08068794890262003,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.803716,0.845635,0.041919,11,0.805284,0.843394,2973843,2495200,256341.5652758935,201332.5701018175,-0.214593,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
595,Aragatsotn,Armenia,ARM,Armenia,Asia/Pacific,0.811,7.0,0.795,0.08329606495367464,0.07614087574388066,0.07614087574388066,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.800716,0.843105,0.042389,11,0.805284,0.843394,2973843,2495200,247709.41969003066,189986.71315613104,-0.233026,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
615,Lori,Armenia,ARM,Armenia,Asia/Pacific,0.811,8.0,0.79,0.07867383158743016,0.06912468850800677,0.06912468850800677,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.795716,0.838888,0.043172,11,0.805284,0.843394,2973843,2495200,233963.62334945807,172479.9227651785,-0.262792,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
620,Ararat,Armenia,ARM,Armenia,Asia/Pacific,0.811,9.0,0.789,0.07778063154542796,0.06780102371092551,0.06780102371092551,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.794716,0.838044,0.043328,11,0.805284,0.843394,2973843,2495200,231307.3866569501,169177.11436350134,-0.268605,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
659,Armavir,Armenia,ARM,Armenia,Asia/Pacific,0.811,10.0,0.779,0.06938779687700077,0.055881350153656084,0.055881350153656084,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.784716,0.82961,0.044894,11,0.805284,0.843394,2973843,2495200,206348.4140280906,139435.14490340266,-0.324273,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
690,Gegharkunik,Armenia,ARM,Armenia,Asia/Pacific,0.811,11.0,0.773,0.06479329684590221,0.04976056171866487,0.04976056171866487,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8547,0.778716,0.82455,0.045834,11,0.805284,0.843394,2973843,2495200,192685.09227210836,124162.55360041259,-0.355619,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
421,Distrito Federal,Mexico,MEX,Mexico,America,0.789,1.0,0.845,0.04886399134936039,0.0621787583525834,0.0621787583525834,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.849949,0.889875,0.039926,32,0.784051,0.84005,130861001,148946266,6394390.820832642,9261293.881133609,0.448347,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
512,Nuevo Leon,Mexico,MEX,Mexico,America,0.789,2.0,0.814,0.03933326703411473,0.04410788765285385,0.04410788765285385,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.818949,0.863833,0.044884,32,0.784051,0.84005,130861001,148946266,5147190.696684555,6569705.167040085,0.276367,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
516,Baja California,Mexico,MEX,Mexico,America,0.789,3.0,0.813,0.039058933256008184,0.0436220177866016,0.0436220177866016,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.817949,0.862993,0.045044,32,0.784051,0.84005,130861001,148946266,5111291.1038734205,6497336.664699893,0.271173,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
527,Sonora,Mexico,MEX,Mexico,America,0.789,4.0,0.811,0.038515992459377826,0.04266627537787578,0.04266627537787578,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.815949,0.861313,0.045364,32,0.784051,0.84005,130861001,148946266,5040241.327742634,6354982.401662337,0.260849,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
530,Baja California Sur,Mexico,MEX,Mexico,America,0.789,5.0,0.81,0.0382473588439769,0.04219628557300267,0.04219628557300267,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.814949,0.860473,0.045524,32,0.784051,0.84005,130861001,148946266,5005087.66392902,6284979.175168418,0.255718,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
538,Sinaloa,Mexico,MEX,Mexico,America,0.789,6.0,0.808,0.03771569938098932,0.041271780434104365,0.041271780434104365,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.812949,0.858793,0.045844,32,0.784051,0.84005,130861001,148946266,4935514.174411343,6147277.586831704,0.245519,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
572,Coahuila,Mexico,MEX,Mexico,America,0.789,7.0,0.801,0.03591241969547591,0.038192636540176926,0.038192636540176926,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.805949,0.852912,0.046964,32,0.784051,0.84005,130861001,148946266,4699535.1896820925,5688650.601354512,0.210471,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
591,Aguascalientes,Mexico,MEX,Mexico,America,0.789,8.0,0.797,0.0349209538545845,0.03653739691456134,0.03653739691456134,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.801949,0.849552,0.047604,32,0.784051,0.84005,130861001,148946266,4569790.977285736,5442108.839783833,0.190888,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
594,Chihuahua,Mexico,MEX,Mexico,America,0.789,9.0,0.796,0.034677394193046496,0.03613491969117214,0.03613491969117214,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.800949,0.848712,0.047763,32,0.784051,0.84005,130861001,148946266,4537918.516173651,5382161.360209963,0.186042,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
600,Tamaulipas,Mexico,MEX,Mexico,America,0.789,10.0,0.795,0.03443553326256194,0.03573687595043433,0.03573687595043433,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.799949,0.847872,0.047923,32,0.784051,0.84005,130861001,148946266,4506268.352707651,5322874.231322395,0.181216,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
602,Jalisco,Mexico,MEX,Mexico,America,0.789,11.0,0.794,0.034195359215162355,0.03534321685537705,0.03534321685537705,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.798949,0.847032,0.048083,32,0.784051,0.84005,130861001,148946266,4474838.93645072,5264240.179036674,0.176409,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
612,Queretaro,Mexico,MEX,Mexico,America,0.789,12.0,0.792,0.033720024790341974,0.03456885993830995,0.03456885993830995,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.796949,0.845352,0.048403,32,0.784051,0.84005,130861001,148946266,4412636.197808966,5148902.6076882575,0.166854,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
622,Colima,Mexico,MEX,Mexico,America,0.789,13.0,0.789,0.033019383297817506,0.03343901909870125,0.03343901909870125,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.793949,0.842832,0.048883,32,0.784051,0.84005,130861001,148946266,4320949.55075508,4980617.033454237,0.152667,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
623,Mexico,Mexico,MEX,Mexico,America,0.789,14.0,0.789,0.033019383297817506,0.03343901909870125,0.03343901909870125,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.793949,0.842832,0.048883,32,0.784051,0.84005,130861001,148946266,4320949.55075508,4980617.033454237,0.152667,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
624,Quintana Roo,Mexico,MEX,Mexico,America,0.789,15.0,0.789,0.033019383297817506,0.03343901909870125,0.03343901909870125,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.793949,0.842832,0.048883,32,0.784051,0.84005,130861001,148946266,4320949.55075508,4980617.033454237,0.152667,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
649,Morelos,Mexico,MEX,Mexico,America,0.789,16.0,0.782,0.03144064595219247,0.03094425026649437,0.03094425026649437,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.786949,0.836951,0.050003,32,0.784051,0.84005,130861001,148946266,4114354.4013905046,4609030.531363841,0.120232,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
667,Campeche,Mexico,MEX,Mexico,America,0.789,17.0,0.778,0.030572636312588955,0.02960315015228293,0.02960315015228293,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.782949,0.833591,0.050643,32,0.784051,0.84005,130861001,148946266,4000765.7910743398,4409278.677019874,0.102109,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
668,Tabasco,Mexico,MEX,Mexico,America,0.789,18.0,0.778,0.030572636312588955,0.02960315015228293,0.02960315015228293,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.782949,0.833591,0.050643,32,0.784051,0.84005,130861001,148946266,4000765.7910743398,4409278.677019874,0.102109,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
683,Nayarit,Mexico,MEX,Mexico,America,0.789,19.0,0.775,0.02993739189418642,0.028635607453946752,0.028635607453946752,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.779949,0.831071,0.051122,32,0.784051,0.84005,130861001,148946266,3917637.070602521,4265166.804907136,0.088709,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
693,Yucatan,Mexico,MEX,Mexico,America,0.789,20.0,0.773,0.029521245572485092,0.02800821179844891,0.02800821179844891,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.777949,0.829391,0.051442,32,0.784051,0.84005,130861001,148946266,3863179.7463822174,4171718.5647161095,0.079867,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
695,Zacatecas,Mexico,MEX,Mexico,America,0.789,21.0,0.772,0.029315346712741587,0.027699687703448488,0.027699687703448488,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.776949,0.828551,0.051602,32,0.784051,0.84005,130861001,148946266,3836235.6154914238,4125765.0527947675,0.075472,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
719,Durango,Mexico,MEX,Mexico,America,0.789,22.0,0.769,0.028706226511840367,0.026794357343476738,0.026794357343476738,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.773949,0.826031,0.052082,32,0.784051,0.84005,130861001,148946266,3756525.5362721686,3990919.4761805395,0.062396,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
720,Tlaxcala,Mexico,MEX,Mexico,America,0.789,23.0,0.769,0.028706226511840367,0.026794357343476738,0.026794357343476738,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.773949,0.826031,0.052082,32,0.784051,0.84005,130861001,148946266,3756525.5362721686,3990919.4761805395,0.062396,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
728,Hidalgo,Mexico,MEX,Mexico,America,0.789,24.0,0.766,0.028109762733623873,0.025918616597274693,0.025918616597274693,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.770949,0.823511,0.052562,32,0.784051,0.84005,130861001,148946266,3678471.6891945163,3860481.162049691,0.04948,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
746,Guanajuato,Mexico,MEX,Mexico,America,0.789,25.0,0.761,0.027143070036845244,0.024522191031864902,0.024522191031864902,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.765949,0.81931,0.053362,32,0.784051,0.84005,130861001,148946266,3551969.3152346755,3652488.7883349643,0.0283,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
747,San Luis Potosi,Mexico,MEX,Mexico,America,0.789,26.0,0.761,0.027143070036845244,0.024522191031864902,0.024522191031864902,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.765949,0.81931,0.053362,32,0.784051,0.84005,130861001,148946266,3551969.3152346755,3652488.7883349643,0.0283,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
801,Michoacan de Ocampo,Mexico,MEX,Mexico,America,0.789,27.0,0.749,0.02495647581048414,0.021470055187049735,0.021470055187049735,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.753949,0.80923,0.055281,32,0.784051,0.84005,130861001,148946266,3265829.405992241,3197884.5509249894,-0.020805,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
817,Puebla,Mexico,MEX,Mexico,America,0.789,28.0,0.746,0.024437925110455696,0.020768332734464635,0.020768332734464635,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.750949,0.80671,0.055761,32,0.784051,0.84005,130861001,148946266,3197971.342317268,3093365.611844077,-0.03271,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
834,Veracruz,Mexico,MEX,Mexico,America,0.789,29.0,0.743,0.023930148961711736,0.020089545220619665,0.020089545220619665,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.747949,0.80419,0.056241,32,0.784051,0.84005,130861001,148946266,3131523.2472087084,2992262.7462494452,-0.044471,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
988,Guerrero,Mexico,MEX,Mexico,America,0.789,30.0,0.711,0.019128320574943514,0.014093985183321014,0.014093985183321014,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.715949,0.777308,0.061359,32,0.784051,0.84005,130861001,148946266,2503151.1778860036,2099246.4661149904,-0.161358,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
989,Oaxaca,Mexico,MEX,Mexico,America,0.789,31.0,0.711,0.019128320574943514,0.014093985183321014,0.014093985183321014,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.715949,0.777308,0.061359,32,0.784051,0.84005,130861001,148946266,2503151.1778860036,2099246.4661149904,-0.161358,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1038,Chiapas,Mexico,MEX,Mexico,America,0.789,32.0,0.699,0.01859547315122986,0.013564357253204444,0.013564357253204444,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8415,0.703949,0.767227,0.063279,32,0.784051,0.84005,130861001,148946266,2433422.2306385636,2020360.3635548186,-0.169745,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
