Rank_Source,Subdivision,Country_Source,ISO3,Country,Continent_Source,National_HDI_Source,National_Rank_Source,Subdivision_HDI_2025_Source,Subdivision_Weight_2024,Subdivision_Weight_2050,Subdivision_Weight,Weight_Method,National_HDI_2025_Target,National_HDI_2050_Target,Subdivision_HDI_2025_Reconciled,Subdivision_HDI_2050_Projected,Subdivision_HDI_Change_2025_to_2050,Country_Subdivision_Count,Country_Source_Mean_HDI_2025,Country_Internal_Gap_Shrink_Factor,Population_2024,Population_2050,Subdivision_Population_2024_Est,Subdivision_Population_2050_Est,Subdivision_Population_Growth_2024_to_2050,Population_Weight_Confidence,DevelopmentMomentumTier,Trajectory
961,Choco,Colombia,COL,Colombia,America,0.788,31.0,0.718,0.022251328259566525,0.018349137447123815,0.018349137447123815,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.788,0.8334,0.733765,0.784485,0.050719,33,0.772235,0.842748,52886360,59385352,1176791.7568136088,1089669.9861938292,-0.074033,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1077,Guainja,Colombia,COL,Colombia,America,0.788,32.0,0.69,0.018788278894246356,0.014081333514196548,0.014081333514196548,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.788,0.8334,0.705765,0.760888,0.055122,33,0.772235,0.842748,52886360,59385352,993643.6813815148,836224.947369959,-0.158426,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
1158,Vaupis,Colombia,COL,Colombia,America,0.788,33.0,0.663,0.018011256703878646,0.01326286823864542,0.01326286823864542,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.788,0.8334,0.678765,0.738134,0.059368,33,0.772235,0.842748,52886360,59385352,952549.8060937395,787620.0988815783,-0.173145,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
448,Skopski,North Macedonia,MKD,North Macedonia,Europe,0.815,1.0,0.833,0.17164969553613363,0.20881596522412657,0.20881596522412657,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.837141,0.876608,0.039468,8,0.810859,0.8429,1823011,1512685,312919.2831090225,315872.7783550579,0.009439,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
467,Pelagoniski,North Macedonia,MKD,North Macedonia,Europe,0.815,2.0,0.825,0.15438603237783888,0.17424641511414302,0.17424641511414302,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.829141,0.869865,0.040725,8,0.810859,0.8429,1823011,1512685,281447.4352711564,263579.9384469374,-0.063484,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
500,South West,North Macedonia,MKD,North Macedonia,Europe,0.815,3.0,0.817,0.13885866164180669,0.1453998651278521,0.1453998651278521,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.821141,0.863122,0.041981,8,0.810859,0.8429,1823011,1512685,253140.86761829164,219944.19498092498,-0.131139,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
531,Vardarski,North Macedonia,MKD,North Macedonia,Europe,0.815,4.0,0.81,0.12655879257428823,0.12410495931380411,0.12410495931380411,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.814141,0.857222,0.043081,8,0.810859,0.8429,1823011,1512685,230718.07100964576,187731.71037960178,-0.186316,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
545,Poloski,North Macedonia,MKD,North Macedonia,Europe,0.815,5.0,0.807,0.12162677353978632,0.11596159852983677,0.11596159852983677,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.811141,0.854693,0.043552,8,0.810859,0.8429,1823011,1512685,221726.9460575394,175413.37067210613,-0.208877,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
607,East,North Macedonia,MKD,North Macedonia,Europe,0.815,6.0,0.793,0.1010340777608622,0.08448205301352477,0.08448205301352477,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.797141,0.842892,0.045752,8,0.810859,0.8429,1823011,1512685,184186.23513290717,127794.73436276372,-0.306166,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
613,North East,North Macedonia,MKD,North Macedonia,Europe,0.815,7.0,0.792,0.09970421136433895,0.08259228436970543,0.08259228436970543,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.796141,0.84205,0.045909,8,0.810859,0.8429,1823011,1512685,181761.8740635149,124936.10968178787,-0.312639,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
653,South East,North Macedonia,MKD,North Macedonia,Europe,0.815,8.0,0.781,0.0861817552049452,0.06439685930700728,0.06439685930700728,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.815,0.86,0.785141,0.832778,0.047637,8,0.810859,0.8429,1823011,1512685,157110.28773792236,97412.1631208203,-0.379976,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
450,The North West Federal District,Russia,RUS,Russia,Europe,0.832,1.0,0.833,0.16377988635618862,0.18513948293209498,0.18513948293209498,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.861417,0.862795,0.001378,8,0.803583,0.856846,144820421,136132783,23718672.09343539,25203553.05472709,0.062604,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
451,The Urals Federal District,Russia,RUS,Russia,Europe,0.832,2.0,0.833,0.16377988635618862,0.18513948293209498,0.18513948293209498,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.861417,0.862795,0.001378,8,0.803583,0.856846,144820421,136132783,23718672.09343539,25203553.05472709,0.062604,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
464,The Central Federal District,Russia,RUS,Russia,Europe,0.832,3.0,0.826,0.15449629605327506,0.16934245289410146,0.16934245289410146,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.854417,0.856797,0.002381,8,0.803583,0.856846,144820421,136132783,22374218.637375932,23053059.392520435,0.03034,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
625,The Privolzhsky (Volga) Federal District,Russia,RUS,Russia,Europe,0.832,4.0,0.789,0.11349190666105481,0.10568983403103016,0.10568983403103016,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.817417,0.825094,0.007677,8,0.803583,0.856846,144820421,136132783,16435945.702746661,14387851.241452245,-0.124611,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
658,The Far East Federal District,Russia,RUS,Russia,Europe,0.832,5.0,0.78,0.10528868129362907,0.09423958976848976,0.09423958976848976,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.808417,0.817382,0.008966,8,0.803583,0.856846,144820421,136132783,15247951.151478188,12829097.623962836,-0.158635,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
664,The Siberian Federal District,Russia,RUS,Russia,Europe,0.832,6.0,0.779,0.10441462428891544,0.09304650665792216,0.09304650665792216,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.807417,0.816525,0.009109,8,0.803583,0.856846,144820421,136132783,15121369.84807756,12666679.899770973,-0.162333,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
679,The South Federal District,Russia,RUS,Russia,Europe,0.832,7.0,0.776,0.10183574888656945,0.08955712219140698,0.08955712219140698,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.804417,0.813955,0.009538,8,0.803583,0.856846,144820421,136132783,14747896.026603268,12191660.28138729,-0.173329,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
733,The North-Caucasian Federal District,Russia,RUS,Russia,Europe,0.832,8.0,0.765,0.092912970104179,0.07784552859285958,0.07784552859285958,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.832,0.8403,0.793417,0.804529,0.011113,8,0.803583,0.856846,144820421,136132783,13455695.446847616,10597328.451452048,-0.212428,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
452,Bangkok,Thailand,THA,Thailand,Asia/Pacific,0.798,1.0,0.833,0.2854849189406089,0.3514911605227848,0.3514911605227848,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.798,0.8601,0.828561,0.882717,0.054157,5,0.802439,0.836402,71668010,66382731,20460136.02548475,23332943.15786184,0.14041,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
539,Central,Thailand,THA,Thailand,Asia/Pacific,0.798,2.0,0.808,0.21808087112633004,0.22416605133116918,0.22416605133116918,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.798,0.8601,0.803561,0.861807,0.058247,5,0.802439,0.836402,71668010,66382731,15629422.052690532,14880754.684849195,-0.047901,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
635,South,Thailand,THA,Thailand,Asia/Pacific,0.798,3.0,0.786,0.17206314122378344,0.15089214209015656,0.15089214209015656,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.798,0.8601,0.781561,0.843406,0.061846,5,0.802439,0.836402,71668010,66382731,12331422.925857523,10016632.47838464,-0.187715,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
650,North,Thailand,THA,Thailand,Asia/Pacific,0.798,4.0,0.782,0.1648061262912053,0.14041434983265239,0.14041434983265239,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.798,0.8601,0.777561,0.840061,0.0625,5,0.802439,0.836402,71668010,66382731,11811327.107099365,9321088.013480859,-0.210835,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
665,Northeast,Thailand,THA,Thailand,Asia/Pacific,0.798,5.0,0.779,0.15956494241807243,0.1330362962232371,0.1330362962232371,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.798,0.8601,0.774561,0.837552,0.062991,5,0.802439,0.836402,71668010,66382731,11435701.888867838,8831312.665423464,-0.227742,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
462,Western herzegovina,Bosnia and Herzegovina,BIH,Bosnia & Herzegovina,Europe,0.804,1.0,0.827,0.2970724534141504,0.3805444839652493,0.3805444839652493,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.804,0.8378,0.822453,0.851479,0.029026,5,0.808547,0.847156,3164256,2455171,940013.2931504459,934301.7812414451,-0.006076,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
548,Central Bosnia,Bosnia and Herzegovina,BIH,Bosnia & Herzegovina,Europe,0.804,2.0,0.806,0.19558105997551167,0.1855511731407752,0.1855511731407752,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.804,0.8378,0.801453,0.833689,0.032236,5,0.808547,0.847156,3164256,2455171,618868.5425138726,455559.8593112102,-0.263883,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
569,Republica Srpska,Bosnia and Herzegovina,BIH,Bosnia & Herzegovina,Europe,0.804,3.0,0.801,0.17705330442571188,0.15638383705094427,0.15638383705094427,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.804,0.8378,0.796453,0.829453,0.033,5,0.808547,0.847156,3164256,2455171,560241.9808488854,383949.0615962039,-0.314673,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
585,Western Bosnia,Bosnia and Herzegovina,BIH,Bosnia & Herzegovina,Europe,0.804,4.0,0.798,0.1667901430877716,0.14113306102295706,0.14113306102295706,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.804,0.8378,0.793453,0.826912,0.033459,5,0.808547,0.847156,3164256,2455171,527766.7110063398,346505.7985647945,-0.343449,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
590,Northern Bosnia,Bosnia and Herzegovina,BIH,Bosnia & Herzegovina,Europe,0.804,5.0,0.797,0.1635030390968544,0.1363874448200742,0.1363874448200742,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.804,0.8378,0.792453,0.826064,0.033612,5,0.808547,0.847156,3164256,2455171,517365.4724804561,334854.49928634637,-0.35277,modeled_proxy_not_official_subdivision_projection,emerging_mover,fast_converger
469,"St. James, St. George, and St. Thomas",Barbados,BRB,Barbados,America,0.811,1.0,0.824,0.32507274908978107,0.37537954615330504,0.37537954615330504,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8843,0.820762,0.891393,0.070631,4,0.814238,0.832146,282476,264225,91825.249871885,99184.66058235703,0.080146,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,moderate
496,Christ Church and St. Philip,Barbados,BRB,Barbados,America,0.811,2.0,0.818,0.28077448226864726,0.29499611463161424,0.29499611463161424,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8843,0.814762,0.8864,0.071638,4,0.814238,0.832146,282476,264225,79312.0526533184,77945.34838853827,-0.017232,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,moderate
553,St Michael,Barbados,BRB,Barbados,America,0.811,3.0,0.804,0.19948219313748222,0.16812136538397054,0.16812136538397054,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8843,0.800762,0.87475,0.073988,4,0.814238,0.832146,282476,264225,56348.93198870343,44421.867768579614,-0.211664,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,moderate
557,"St. Lucy, St. Peter, St. Andrew, St. Joseph, and St. John",Barbados,BRB,Barbados,America,0.811,4.0,0.803,0.1946705755040894,0.16150297383111012,0.16150297383111012,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.811,0.8843,0.799762,0.873918,0.074156,4,0.814238,0.832146,282476,264225,54989.76548609316,42673.12326052507,-0.223981,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,moderate
481,Tashkent,Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,1.0,0.823,0.2549062732964275,0.3112674947935288,0.3112674947935288,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.804746,0.875262,0.070515,6,0.758254,0.827244,36361859,52210751,9268865.967820162,16251509.665058726,0.753344,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
761,"Central-East (Dzhizak, Syrdarya)",Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,2.0,0.759,0.17224365385248686,0.1711740642669419,0.1711740642669419,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.740746,0.822318,0.081572,6,0.758254,0.827244,36361859,52210751,6263099.4550289335,8937126.447099302,0.426949,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
864,"West (Karakalpakstan, Khorezm)",Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,3.0,0.739,0.15238565122714018,0.14199825992718051,0.14199825992718051,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.720746,0.805773,0.085027,6,0.758254,0.827244,36361859,52210751,5541025.563544448,7413835.7914913,0.33799,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
897,"Central (Navoi, Bukhara, Samarkand)",Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,4.0,0.733,0.14688732743217933,0.13425687694602778,0.13425687694602778,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.714746,0.80081,0.086063,6,0.758254,0.827244,36361859,52210751,5341096.288975737,7009652.372266697,0.3124,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
901,"East (Namangan, Fergana, Andizhan)",Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,5.0,0.732,0.1459904244852331,0.13300831555701112,0.13300831555701112,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.713746,0.799982,0.086236,6,0.758254,0.827244,36361859,52210751,5308483.230482194,6944464.044476534,0.308182,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
994,"South (Kashkadarya, Surkhandarya)",Uzbekistan,UZB,Uzbekistan,Asia/Pacific,0.74,6.0,0.71,0.12758666970653296,0.10829498850930981,0.10829498850930981,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.74,0.8262,0.691746,0.781783,0.090037,6,0.758254,0.827244,36361859,52210751,4639288.494148523,5654162.679607436,0.218756,modeled_proxy_not_official_subdivision_projection,rapid_industrializer,fast_converger
482,Baku,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,1.0,0.822,0.15281722995211353,0.1891176716096495,0.1891176716096495,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.829403,0.872139,0.042735,10,0.781597,0.840278,10336577,11224921,1579607.0643267278,2122830.9235222586,0.343898,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
541,Absheron,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,2.0,0.807,0.131853720156838,0.15026958460774947,0.15026958460774947,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.814403,0.859535,0.045131,10,0.781597,0.840278,10336577,11224921,1362916.131137608,1686764.2159248039,0.237614,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
642,Ganja Gazakh,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,3.0,0.783,0.10412727203106067,0.10401439412364669,0.10401439412364669,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.790403,0.839368,0.048964,10,0.781597,0.840278,10336577,11224921,1076319.565149005,1167553.3569007984,0.084765,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
643,Shaki Zaqatala,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,4.0,0.783,0.10412727203106067,0.10401439412364669,0.10401439412364669,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.790403,0.839368,0.048964,10,0.781597,0.840278,10336577,11224921,1076319.565149005,1167553.3569007984,0.084765,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
660,Nakhchivan,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,5.0,0.779,0.1001097802132081,0.0978281490682274,0.0978281490682274,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.786403,0.836007,0.049603,10,0.781597,0.840278,10336577,11224921,1034792.451626902,1098113.2448670762,0.061192,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
731,Aran,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,6.0,0.765,0.08723054141943747,0.07893329129433442,0.07893329129433442,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.772403,0.824243,0.051839,10,0.781597,0.840278,10336577,11224921,901665.2081337046,886019.9590488917,-0.017352,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
741,Dakhlik Shirvan,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,7.0,0.761,0.0838649679286146,0.07423874216878666,0.07423874216878666,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.768403,0.820882,0.052478,10,0.781597,0.840278,10336577,11224921,866876.6985966553,833324.0159839989,-0.038705,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
757,Guba Khachmaz,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,8.0,0.759,0.0822311935357875,0.07199723226193948,0.07199723226193948,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.766403,0.819201,0.052798,10,0.781597,0.840278,10336577,11224921,849989.0637845699,808163.244358922,-0.049207,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
774,Lankaran,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,9.0,0.756,0.07984001441931932,0.06876122358237126,0.06876122358237126,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.763403,0.81668,0.053277,10,0.781597,0.840278,10336577,11224921,825272.4567264044,771839.3025754543,-0.064746,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
806,Yukhari Karabakh,Azerbaijan,AZE,Azerbaijan,Asia/Pacific,0.789,10.0,0.748,0.07379800831256017,0.06082531715964835,0.06082531715964835,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.789,0.8409,0.755403,0.809958,0.054555,10,0.781597,0.840278,10336577,11224921,762818.7953694182,682759.379916997,-0.104952,modeled_proxy_not_official_subdivision_projection,fast_converger,fast_converger
484,Port Said,Egypt,EGY,Egypt,Africa,0.754,1.0,0.822,0.06831053085370505,0.08290454308523278,0.08290454308523278,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.811099,0.85011,0.039011,22,0.764901,0.840506,116538256,161630196,7960790.132124977,13399877.54815662,0.683235,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
537,Suez,Egypt,EGY,Egypt,Africa,0.754,2.0,0.808,0.062188287600521745,0.07185762096984724,0.07185762096984724,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.797099,0.838342,0.041244,22,0.764901,0.840506,116538256,161630196,7247314.580591229,11614361.361450119,0.602574,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
551,Alexandria,Egypt,EGY,Egypt,Africa,0.754,3.0,0.805,0.06094951132776664,0.0696890451804919,0.0696890451804919,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.794099,0.835821,0.041722,22,0.764901,0.840506,116538256,161630196,7102949.754190168,11263854.031575762,0.585799,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
560,Cairo,Egypt,EGY,Egypt,Africa,0.754,4.0,0.803,0.060137399989328925,0.06827980947348315,0.06827980947348315,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.792099,0.83414,0.042041,22,0.764901,0.840506,116538256,161630196,7008307.715130812,11036078.988041738,0.574714,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
661,Damietta,Egypt,EGY,Egypt,Africa,0.754,5.0,0.779,0.051196194967499054,0.05343499056160531,0.05343499056160531,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.768099,0.813968,0.045869,22,0.764901,0.840506,116538256,161630196,5966315.275348316,8636707.997730417,0.447578,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
687,Menoufia,Egypt,EGY,Egypt,Africa,0.754,6.0,0.774,0.049507812057303355,0.050774447101369684,0.050774447101369684,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.763099,0.809765,0.046667,22,0.764901,0.840506,116538256,161630196,5769554.075533905,8206683.836786014,0.422412,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
703,Dakahlia,Egypt,EGY,Egypt,Africa,0.754,7.0,0.771,0.04852162791783058,0.04924213591132715,0.04924213591132715,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.760099,0.807244,0.047145,22,0.764901,0.840506,116538256,161630196,5654625.895824887,7959016.078806446,0.407523,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
709,Ismailia,Egypt,EGY,Egypt,Africa,0.754,8.0,0.77,0.04819728481530905,0.048741711599422026,0.048741711599422026,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.759099,0.806403,0.047305,22,0.764901,0.840506,116538256,161630196,5616827.516311399,7878132.399190055,0.402595,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
726,Gharbia,Egypt,EGY,Egypt,Africa,0.754,9.0,0.767,0.04723720607469546,0.04727074589975602,0.04727074589975602,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.756099,0.803882,0.047783,22,0.764901,0.840506,116538256,161630196,5504941.614257615,7640379.924843762,0.387913,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
744,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",Egypt,EGY,Egypt,Africa,0.754,10.0,0.761,0.04537404127480019,0.044460650683604386,0.044460650683604386,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.750099,0.798839,0.04874,22,0.764901,0.840506,116538256,161630196,5287811.637837231,7186183.6842785105,0.359009,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
759,Kalyubia,Egypt,EGY,Egypt,Africa,0.754,11.0,0.759,0.0447694626229412,0.043561577718292506,0.043561577718292506,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.748099,0.797158,0.049059,22,0.764901,0.840506,116538256,161630196,5217355.096134753,7040866.34467685,0.349509,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
768,Kafr El-Sheikh,Egypt,EGY,Egypt,Africa,0.754,12.0,0.757,0.04417293957591735,0.042680685597941866,0.042680685597941866,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.746099,0.795477,0.049378,22,0.764901,0.840506,116538256,161630196,5147837.340570788,6898487.578609721,0.340075,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
775,Giza,Egypt,EGY,Egypt,Africa,0.754,13.0,0.756,0.043877665305775145,0.042246942172180425,0.042246942172180425,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.745099,0.794636,0.049538,22,0.764901,0.840506,116538256,161630196,5113426.592086742,6828381.543690188,0.335383,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
784,Sharkia,Egypt,EGY,Egypt,Africa,0.754,14.0,0.753,0.043003632384434054,0.040971980731314916,0.040971980731314916,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.742099,0.792115,0.050016,22,0.764901,0.840506,116538256,161630196,5011568.319747066,6622309.276110653,0.321405,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
807,Aswan,Egypt,EGY,Egypt,Africa,0.754,15.0,0.748,0.041585429370707944,0.03893197409442921,0.03893197409442921,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.737099,0.787912,0.050813,22,0.764901,0.840506,116538256,161630196,4846293.413873482,6292582.603549516,0.298432,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
860,Behera,Egypt,EGY,Egypt,Africa,0.754,16.0,0.739,0.03914948727770343,0.03551251779709922,0.03551251779709922,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.728099,0.780348,0.052249,22,0.764901,0.840506,116538256,161630196,4562412.970637746,5739895.211998635,0.258083,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
898,Qena,Egypt,EGY,Egypt,Africa,0.754,17.0,0.732,0.03735395125349184,0.03306196917705,0.03306196917705,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.721099,0.774464,0.053365,22,0.764901,0.840506,116538256,161630196,4353164.333790953,5343812.5582325505,0.22757,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
932,Fayoum,Egypt,EGY,Egypt,Africa,0.754,18.0,0.723,0.0351658756805001,0.030158084610847888,0.030158084610847888,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.754,0.8053,0.712099,0.766899,0.054801,22,0.764901,0.840506,116538256,161630196,4098169.8225182947,4874457.126635928,0.189423,modeled_proxy_not_official_subdivision_projection,fast_converger,accelerator
