ISO3,Country,Group,Share_2024_pct,Share_2050_pct,Change_pp,Pop_2024,Pop_2050,Anchor
KWT,Kuwait,Nepali,2.0,1.92,-0.08,98690,122239,False
KWT,Kuwait,Other foreign,21.0,20.16,-0.84,1036247,1283512,False
LAO,Laos,Lao (Lao Lum),53.2,53.65,0.45,4133546,5234485,True
LAO,Laos,Khmou,11.0,10.56,-0.44,854681,1030799,False
LAO,Laos,Hmong,9.2,10.08,0.88,714824,983111,False
LAO,Laos,Phouthay (Lao Tai),3.4,3.27,-0.13,264174,318611,False
LAO,Laos,Tai,3.1,2.98,-0.12,240865,290498,False
LAO,Laos,Makong,2.5,2.4,-0.1,194246,234273,False
LAO,Laos,Katong (Lao Theung),2.2,2.11,-0.09,170936,206160,False
LAO,Laos,Other,15.4,14.96,-0.44,1196553,1459348,False
LBN,Lebanon,Lebanese Arab (Sunni Muslim),27.0,26.5,-0.5,1567610,1854576,False
LBN,Lebanon,Lebanese Arab (Shia Muslim),33.0,34.96,1.96,1915967,2446854,True
LBN,Lebanon,Lebanese Arab (Maronite Christian),21.0,20.38,-0.62,1219252,1426397,False
LBN,Lebanon,Lebanese Arab (Orthodox/Greek Catholic Christian),9.0,8.73,-0.27,522537,611313,False
LBN,Lebanon,Druze,5.0,4.91,-0.09,290298,343440,False
LBN,Lebanon,Armenian,4.0,3.34,-0.66,232238,233594,False
LBN,Lebanon,Syrian refugee,0.6,0.76,0.16,34836,53396,False
LBN,Lebanon,Palestinian refugee,0.2,0.23,0.03,11612,15801,False
LBN,Lebanon,Other,0.2,0.2,-0.0,11612,13892,False
LBR,Liberia,Kpelle,20.3,19.73,-0.57,1139401,1758187,False
LBR,Liberia,Bassa,13.4,13.02,-0.38,752117,1160577,False
LBR,Liberia,Grebo,10.0,9.72,-0.28,561281,866102,False
LBR,Liberia,Gio,8.0,7.78,-0.22,449025,692882,False
LBR,Liberia,Mano,7.9,7.68,-0.22,443412,684221,False
LBR,Liberia,Kru,6.0,5.83,-0.17,336769,519661,False
LBR,Liberia,Lorma,4.8,4.67,-0.13,269415,415729,False
LBR,Liberia,Kissi,4.6,4.47,-0.13,258189,398407,False
LBR,Liberia,Gola,4.4,4.28,-0.12,246964,381085,False
LBR,Liberia,Other,20.6,22.82,2.22,1156239,2033683,True
LBY,Libya,Arab (Sunni),88.0,87.91,-0.09,6495306,8140646,True
LBY,Libya,Amazigh (Berber),4.0,3.88,-0.12,295241,359244,False
LBY,Libya,Tuareg,2.5,2.42,-0.08,184526,224527,False
LBY,Libya,Tebu,2.0,1.94,-0.06,147621,179622,False
LBY,Libya,Sub-Saharan migrant,2.0,2.2,0.2,147621,203755,False
LBY,Libya,Other,1.5,1.65,0.15,110715,152816,False
LCA,Saint Lucia,Black/African descent,85.3,85.36,0.06,153328,146892,True
LCA,Saint Lucia,Mixed,10.9,10.7,-0.2,19593,18412,False
LCA,Saint Lucia,East Indian,2.2,2.14,-0.06,3955,3675,False
LCA,Saint Lucia,Other,1.6,1.81,0.21,2876,3107,False
LIE,Liechtenstein,Liechtensteiner,66.0,63.79,-2.21,26331,27445,True
LIE,Liechtenstein,Swiss,9.0,9.22,0.22,3591,3966,False
LIE,Liechtenstein,Austrian / German,8.0,8.19,0.19,3192,3525,False
LIE,Liechtenstein,Italian,4.0,4.1,0.1,1596,1763,False
LIE,Liechtenstein,Turkish,3.0,3.92,0.92,1197,1688,False
LIE,Liechtenstein,Other,10.0,10.78,0.78,3990,4637,False
LKA,Sri Lanka,Sinhalese,74.5,74.31,-0.19,17212153,18440201,True
LKA,Sri Lanka,Sri Lankan Tamil,11.2,9.06,-2.14,2587599,2247609,False
LKA,Sri Lanka,Sri Lankan Moor (Muslim),9.2,12.41,3.21,2125528,3079416,False
LKA,Sri Lanka,Indian Tamil,4.2,3.4,-0.8,970350,842853,False
LKA,Sri Lanka,Malay,0.5,0.48,-0.02,115518,119509,False
LKA,Sri Lanka,Burgher (mixed Dutch/Portuguese),0.3,0.24,-0.06,69311,60204,False
LKA,Sri Lanka,Vedda (indigenous),0.1,0.1,-0.0,23104,23902,False
LSO,Lesotho,Sotho (Basotho),99.7,99.67,-0.03,2330416,2983168,True
LSO,Lesotho,Other,0.3,0.33,0.03,7012,9920,False
LTU,Lithuania,Lithuanian,84.6,86.63,2.03,2418809,1956735,True
LTU,Lithuania,Polish,6.5,5.18,-1.32,185842,116930,False
LTU,Lithuania,Russian,5.0,3.98,-1.02,142956,89946,False
LTU,Lithuania,Belarusian,1.0,0.8,-0.2,28591,17989,False
LTU,Lithuania,Other,2.9,3.42,0.52,82914,77166,False
LUX,Luxembourg,Luxembourger,52.9,50.38,-2.52,356039,398708,True
LUX,Luxembourg,Portuguese,16.2,16.76,0.56,109033,132629,False
LUX,Luxembourg,French,7.4,7.65,0.25,49805,60584,False
LUX,Luxembourg,Italian,3.5,3.62,0.12,23556,28654,False
LUX,Luxembourg,Belgian,3.3,3.58,0.28,22210,28349,False
LUX,Luxembourg,German,2.3,2.38,0.08,15480,18830,False
LUX,Luxembourg,Other,14.4,15.63,1.23,96918,123706,False
LVA,Latvia,Latvian,62.7,66.52,3.82,1173665,1007032,True
LVA,Latvia,Russian,24.5,20.02,-4.48,458609,303108,False
LVA,Latvia,Belarusian,3.1,2.53,-0.57,58028,38352,False
LVA,Latvia,Ukrainian,2.2,2.65,0.45,41181,40163,False
LVA,Latvia,Polish,2.0,1.63,-0.37,37437,24744,False
LVA,Latvia,Other,5.5,6.63,1.13,102953,100408,False
MAR,Morocco,Arab,45.0,46.19,1.19,17136529,20063233,True
MAR,Morocco,Arabized Berber,25.0,24.23,-0.77,9520294,10527775,False
MAR,Morocco,Amazigh (Tachelhit),14.0,13.57,-0.43,5331365,5895554,False
MAR,Morocco,Amazigh (Tarifit),5.0,4.85,-0.15,1904059,2105555,False
MAR,Morocco,Amazigh (Tamazight),5.0,4.85,-0.15,1904059,2105555,False
MAR,Morocco,Haratin (sub-Saharan origin),3.5,3.88,0.38,1332841,1685247,False
MAR,Morocco,Sahrawi,1.5,1.45,-0.05,571218,631666,False
MAR,Morocco,Other,1.0,0.98,-0.02,380812,425847,False
MDA,Moldova,Moldovan / Romanian,75.1,76.94,1.84,2279260,1809436,True
MDA,Moldova,Ukrainian,6.6,5.4,-1.2,200308,127072,False
MDA,Moldova,Gagauz,4.6,3.77,-0.83,139608,88565,False
MDA,Moldova,Russian,4.1,3.36,-0.74,124434,78938,False
MDA,Moldova,Bulgarian,1.9,1.56,-0.34,57664,36581,False
MDA,Moldova,Other,7.7,8.98,1.28,233692,211213,False
MDG,Madagascar,Merina,26.0,27.82,1.82,8310890,14794436,True
MDG,Madagascar,Betsimisaraka,15.0,14.57,-0.43,4794744,7748291,False
MDG,Madagascar,Betsileo,12.0,11.65,-0.35,3835795,6198633,False
MDG,Madagascar,Tsimihety,7.0,6.8,-0.2,2237547,3615869,False
MDG,Madagascar,Sakalava,6.0,5.83,-0.17,1917898,3099316,False
MDG,Madagascar,Antandroy,5.0,4.86,-0.14,1598248,2582764,False
MDG,Madagascar,Antaisaka,5.0,4.86,-0.14,1598248,2582764,False
MDG,Madagascar,Antanosy,4.0,3.88,-0.12,1278598,2066211,False
MDG,Madagascar,Other Malagasy,19.0,18.66,-0.34,6073342,9924879,False
MDG,Madagascar,Other (French/Chinese/Indian),1.0,1.08,0.08,319650,572311,False
MDV,Maldives,Maldivian,70.0,67.58,-2.42,369461,398681,True
MDV,Maldives,Bangladeshi expatriate,10.0,10.97,0.97,52780,64725,False
MDV,Maldives,Indian expatriate,6.0,6.58,0.58,31668,38835,False
MDV,Maldives,Chinese expatriate,5.0,5.0,-0.0,26390,29469,False
MDV,Maldives,Sri Lankan expatriate,2.0,2.19,0.19,10556,12945,False
MDV,Maldives,Other,7.0,7.68,0.68,36946,45308,False
MEX,Mexico,Mestizo (Euro/Amerindian mix),62.0,60.13,-1.87,81133821,89560519,True
MEX,Mexico,Amerindian: Nahua,7.4,9.24,1.84,9683714,13760540,False
MEX,Mexico,Amerindian: Maya,6.5,8.11,1.61,8505965,12086961,False
MEX,Mexico,Amerindian: Mixtec,2.4,3.0,0.6,3140664,4462878,False
MEX,Mexico,Amerindian: Zapotec,1.7,2.12,0.42,2224637,3161205,False
MEX,Mexico,Amerindian: Otomi,1.1,1.37,0.27,1439471,2045486,False
MEX,Mexico,Amerindian: Totonac,0.9,1.12,0.22,1177749,1673579,False
MEX,Mexico,Other Amerindian,1.0,1.25,0.25,1308610,1859532,False
MEX,Mexico,White (Spanish/European descent),10.0,7.23,-2.77,13086100,10768756,False
MEX,Mexico,Afro-Mexican,1.5,1.36,-0.14,1962915,2032075,False
MEX,Mexico,Other,5.5,5.06,-0.44,7197355,7534736,False
MHL,Marshall Islands,Marshallese,92.1,91.95,-0.15,34604,23182,True
MHL,Marshall Islands,Mixed,5.9,5.79,-0.11,2217,1460,False
MHL,Marshall Islands,Other,2.0,2.26,0.26,751,570,False
MKD,North Macedonia,Macedonian,58.4,55.61,-2.79,1064638,841206,True
MKD,North Macedonia,Albanian,24.3,26.36,2.06,442992,398690,False
MKD,North Macedonia,Turk,3.9,4.23,0.33,71097,63987,False
MKD,North Macedonia,Romani,2.5,3.5,1.0,45575,52946,False
MKD,North Macedonia,Serb,1.8,1.31,-0.49,32814,19852,False
MKD,North Macedonia,Other,9.1,8.99,-0.11,165894,136004,False
MLI,Mali,Bambara,33.3,34.36,1.06,8151373,15859213,True
MLI,Mali,Fulani (Peulh),13.3,14.58,1.28,3255653,6728107,False
MLI,Mali,Sarakole,9.6,9.17,-0.43,2349945,4232977,False
MLI,Mali,Senufo,9.6,9.17,-0.43,2349945,4232977,False
MLI,Mali,Dogon,8.7,8.31,-0.39,2129638,3836135,False
MLI,Mali,Malinke,8.7,8.31,-0.39,2129638,3836135,False
MLI,Mali,Bobo,6.7,6.4,-0.3,1640066,2954265,False
MLI,Mali,Songhai,5.9,5.64,-0.26,1444237,2601517,False
MLI,Mali,Other,4.2,4.06,-0.14,1028101,1872755,False
MLT,Malta,Maltese,87.4,85.88,-1.52,471621,460102,True
MLT,Malta,Other European,5.0,5.57,0.57,26981,29843,False
MLT,Malta,North African,1.5,1.75,0.25,8094,9376,False
MLT,Malta,Other,6.1,6.8,0.7,32916,36408,False
MMR,Myanmar,Bamar,68.0,68.15,0.15,37060058,39949495,True
MMR,Myanmar,Shan,9.0,8.68,-0.32,4905008,5089064,False
MMR,Myanmar,Karen,7.0,6.75,-0.25,3815006,3958161,False
MMR,Myanmar,Rakhine,4.0,4.39,0.39,2180003,2572723,False
MMR,Myanmar,Chinese,3.0,3.08,0.08,1635003,1803243,False
MMR,Myanmar,Indian,2.0,2.19,0.19,1090002,1282846,False
MMR,Myanmar,Mon,2.0,1.93,-0.07,1090002,1130903,False
MMR,Myanmar,Chin,1.5,1.45,-0.05,817501,848177,False
MMR,Myanmar,Kachin,1.0,0.96,-0.04,545001,565452,False
MMR,Myanmar,Kayin,1.0,0.96,-0.04,545001,565452,False
MMR,Myanmar,Other,1.5,1.46,-0.04,817501,857716,False
MNE,Montenegro,Montenegrin,45.0,47.14,2.14,287316,251405,True
MNE,Montenegro,Serb,28.7,23.5,-5.2,183244,125321,False
MNE,Montenegro,Bosniak,8.6,9.97,1.37,54909,53178,False
MNE,Montenegro,Albanian,4.9,5.68,0.78,31286,30299,False
MNE,Montenegro,Other,12.8,13.71,0.91,81726,73096,False
MNG,Mongolia,Khalkh,81.9,81.51,-0.39,2846468,3669316,True
MNG,Mongolia,Kazakh,3.8,4.14,0.34,132071,186318,False
MNG,Mongolia,Dorvod,2.7,2.6,-0.1,93840,117173,False
MNG,Mongolia,Bayad,1.9,1.83,-0.07,66035,82455,False
MNG,Mongolia,Buryat,1.7,1.64,-0.06,59084,73776,False
MNG,Mongolia,Other Mongol groups,4.0,3.9,-0.1,139022,175542,False
MNG,Mongolia,Other,4.0,4.37,0.37,139022,196912,False
MOZ,Mozambique,Makhuwa,26.1,25.35,-0.75,9038891,16106510,False
MOZ,Mozambique,Tsonga,11.3,10.98,-0.32,3913390,6973317,False
MOZ,Mozambique,Lomwe,7.8,7.58,-0.22,2701278,4813440,False
MOZ,Mozambique,Sena,7.2,6.99,-0.21,2493487,4443175,False
MOZ,Mozambique,Shona,6.4,6.22,-0.18,2216433,3949489,False
MOZ,Mozambique,Nyanja,5.7,5.54,-0.16,1974011,3517514,False
MOZ,Mozambique,Chopi,3.4,3.3,-0.1,1177480,2098166,False
MOZ,Mozambique,Ngoni,3.0,2.91,-0.09,1038953,1851323,False
MOZ,Mozambique,Shona (Ndau),2.5,2.43,-0.07,865794,1542769,False
MOZ,Mozambique,Other,26.6,28.7,2.1,9212050,18235255,True
MRT,Mauritania,White Moor (Arab-Berber),40.0,40.34,0.34,2067761,3798150,True
MRT,Mauritania,Black Moor (Haratin),25.0,23.63,-1.37,1292351,2224492,False
MRT,Mauritania,Sub-Saharan Mauritanian (Pulaar/Wolof/Soninke),30.0,31.26,1.26,1550821,2943059,False
MRT,Mauritania,Other,5.0,4.78,-0.22,258470,449902,False
MUS,Mauritius,Indo-Mauritian,66.0,67.65,1.65,838973,749032,True
MUS,Mauritius,Creole (African/French),28.0,27.61,-0.39,355928,305661,False
MUS,Mauritius,Sino-Mauritian,3.0,2.09,-0.91,38135,23172,False
MUS,Mauritius,Franco-Mauritian,2.0,1.58,-0.42,25423,17503,False
MUS,Mauritius,Other,1.0,1.07,0.07,12712,11830,False
MWI,Malawi,Chewa,34.3,35.96,1.66,7427764,13435230,True
MWI,Malawi,Lomwe,18.8,18.3,-0.5,4071194,6838221,False
MWI,Malawi,Yao,13.2,12.85,-0.35,2858498,4801304,False
MWI,Malawi,Ngoni,10.4,10.12,-0.28,2252150,3782846,False
MWI,Malawi,Tumbuka,9.2,8.96,-0.24,1992286,3346364,False
MWI,Malawi,Sena,3.8,3.7,-0.1,822901,1382194,False
MWI,Malawi,Mang'anja,3.2,3.12,-0.08,692969,1163953,False
MWI,Malawi,Other,7.1,6.99,-0.11,1537525,2611564,False
MYS,Malaysia,Bumiputera (Malay),57.9,65.02,7.12,20587891,28796059,True
MYS,Malaysia,Chinese (Hokkien/Cantonese/Hakka),22.6,15.32,-7.28,8036033,6783977,False
MYS,Malaysia,Indian (Tamil),6.8,5.94,-0.86,2417922,2629169,False
MYS,Malaysia,Iban (Sarawak),3.0,3.26,0.26,1066730,1443011,False
MYS,Malaysia,Kadazan-Dusun (Sabah),2.0,2.17,0.17,711153,962007,False
MYS,Malaysia,Other Bumiputera (Dayak/Melanau),5.1,5.54,0.44,1813441,2453118,False
MYS,Malaysia,Indonesian migrant workers,0.8,0.85,0.05,284461,376130,False
MYS,Malaysia,Bangladeshi/Nepali migrant,0.6,0.64,0.04,213346,282097,False
MYS,Malaysia,Other,1.2,1.27,0.07,426692,564195,False
NAM,Namibia,Ovambo,50.0,51.46,1.46,1515064,2321924,True
NAM,Namibia,Kavangos,9.0,8.8,-0.2,272711,397061,False
NAM,Namibia,Herero,7.0,6.84,-0.16,212109,308825,False
NAM,Namibia,Damara,7.0,6.84,-0.16,212109,308825,False
NAM,Namibia,Nama,5.0,4.89,-0.11,151506,220589,False
NAM,Namibia,Colored,4.0,3.95,-0.05,121205,178456,False
NAM,Namibia,White (Afrikaner/German),4.0,3.37,-0.63,121205,152026,False
NAM,Namibia,San (Bushmen),3.0,2.97,-0.03,90904,133842,False
NAM,Namibia,Other,11.0,10.88,-0.12,333314,490754,False
NER,Niger,Hausa,53.1,55.99,2.89,14354213,29403277,True
NER,Niger,Songhai,21.2,19.51,-1.69,5730872,10243365,False
NER,Niger,Tuareg,10.4,9.57,-0.83,2811371,5025047,False
NER,Niger,Fulani (Peulh),9.9,9.95,0.05,2676209,5227600,False
NER,Niger,Kanuri (Manga),4.4,4.05,-0.35,1189426,2125981,False
NER,Niger,Other,1.0,0.93,-0.07,270324,488612,False
NGA,Nigeria,Hausa,30.0,34.73,4.73,69803845,124743500,True
NGA,Nigeria,Yoruba,15.5,14.2,-1.3,36065320,51015933,False
NGA,Nigeria,Igbo,15.2,13.93,-1.27,35367281,50028528,False
NGA,Nigeria,Fulani,6.0,6.41,0.41,13960769,23036801,False
NGA,Nigeria,Tiv,2.4,2.2,-0.2,5584308,7899241,False
NGA,Nigeria,Kanuri,2.4,2.2,-0.2,5584308,7899241,False
NGA,Nigeria,Ibibio,1.8,1.65,-0.15,4188231,5924431,False
NGA,Nigeria,Ijaw (Izon),1.8,1.65,-0.15,4188231,5924431,False
NGA,Nigeria,Esan,1.0,0.92,-0.08,2326795,3291351,False
NGA,Nigeria,Bini (Edo),1.0,0.92,-0.08,2326795,3291351,False
NGA,Nigeria,Nupe,0.9,0.82,-0.08,2094115,2962215,False
NGA,Nigeria,Urhobo,0.8,0.73,-0.07,1861436,2633080,False
NGA,Nigeria,Igala,0.7,0.64,-0.06,1628756,2303945,False
NGA,Nigeria,Other,20.5,19.0,-1.5,47699294,68231508,False
NIC,Nicaragua,Mestizo,69.0,71.08,2.08,4772134,6224083,True
NIC,Nicaragua,White,17.0,13.39,-3.61,1175743,1172204,False
NIC,Nicaragua,Black (Creole),5.0,4.96,-0.04,345807,434627,False
NIC,Nicaragua,Miskito (Amerindian),4.0,5.24,1.24,276645,459128,False
NIC,Nicaragua,Other Amerindian,1.0,1.31,0.31,69161,114782,False
NIC,Nicaragua,Other,4.0,4.02,0.02,276645,351612,False
NLD,Netherlands,Dutch,75.4,71.81,-3.59,13744470,13613234,True
NLD,Netherlands,Other EU,6.4,6.76,0.36,1166639,1281757,False
NLD,Netherlands,Turkish,2.4,2.88,0.48,437490,546176,False
NLD,Netherlands,Moroccan,2.3,2.97,0.67,419261,562833,False
NLD,Netherlands,Surinamese,2.1,1.94,-0.16,382804,367454,False
NLD,Netherlands,Indonesian,2.0,1.85,-0.15,364575,349956,False
NLD,Netherlands,Antillean/Aruban,0.7,0.65,-0.05,127601,122485,False
NLD,Netherlands,Syrian,0.6,1.24,0.64,109372,234589,False
NLD,Netherlands,Chinese,0.5,0.48,-0.02,91144,90716,False
NLD,Netherlands,Iraqi,0.4,0.51,0.11,72915,96164,False
NLD,Netherlands,Polish,1.5,2.31,0.81,273431,438067,False
NLD,Netherlands,German,1.2,1.21,0.01,218745,229020,False
NLD,Netherlands,Somali,0.7,1.4,0.7,127601,264974,False
NLD,Netherlands,Afghan,0.5,0.53,0.03,91144,100137,False
NLD,Netherlands,Other,3.3,3.49,0.19,601548,660906,False
NOR,Norway,Norwegian,81.5,79.3,-2.2,4544975,4678633,True
NOR,Norway,Other Nordic/European,5.9,6.13,0.23,329023,361666,False
NOR,Norway,Polish,2.1,2.29,0.19,117110,135085,False
NOR,Norway,Swedish,1.0,1.09,0.09,55767,64326,False
NOR,Norway,Syrian,1.1,1.44,0.34,61343,84939,False
NOR,Norway,Iraqi,0.8,1.05,0.25,44613,61774,False
NOR,Norway,Somali,0.7,1.13,0.43,39037,66816,False
NOR,Norway,Pakistani,0.9,1.01,0.11,50190,59652,False
NOR,Norway,Eritrean,0.5,0.56,0.06,27883,33140,False
NOR,Norway,Vietnamese,0.5,0.55,0.05,27883,32163,False
NOR,Norway,Filipino,0.6,0.65,0.05,33460,38596,False
NOR,Norway,Other,4.4,4.8,0.4,245373,283036,False
NPL,Nepal,Chhetri,16.6,15.62,-0.98,4922075,5411455,False
NPL,Nepal,Bahun,12.2,11.48,-0.72,3617429,3977093,False
NPL,Nepal,Magar,7.1,6.68,-0.42,2105225,2314538,False
NPL,Nepal,Tharu,6.6,7.17,0.57,1956970,2484354,False
NPL,Nepal,Tamang,5.8,5.46,-0.34,1719761,1890749,False
NPL,Nepal,Newar,5.0,4.71,-0.29,1482553,1629956,False
NPL,Nepal,Kami (Dalit),4.8,4.52,-0.28,1423251,1564758,False
NPL,Nepal,Muslim (Madhesi),4.4,5.74,1.34,1304646,1989635,False
NPL,Nepal,Yadav,4.0,4.35,0.35,1186042,1505669,False
NPL,Nepal,Rai,2.3,2.16,-0.14,681974,749780,False
NPL,Nepal,Gurung,2.0,1.88,-0.12,593021,651982,False
NPL,Nepal,Damai/Dholi,1.8,1.69,-0.11,533719,586784,False
NPL,Nepal,Thakuri,1.6,1.51,-0.09,474417,521586,False
NPL,Nepal,Limbu,1.5,1.41,-0.09,444766,488987,False
NPL,Nepal,Sarki,1.4,1.32,-0.08,415115,456388,False
NPL,Nepal,Teli,1.1,1.04,-0.06,326162,358590,False
NPL,Nepal,Chamar,1.0,0.94,-0.06,296511,325991,False
NPL,Nepal,Koiri,1.0,0.94,-0.06,296511,325991,False
NPL,Nepal,Other,19.8,21.38,1.58,5870909,7407734,True
NRU,Nauru,Nauruan,88.0,87.02,-0.98,10532,13731,True
NRU,Nauru,Other Pacific Islander,8.0,8.87,0.87,957,1399,False
NRU,Nauru,Chinese / Asian,4.0,4.12,0.12,479,649,False
NZL,New Zealand,European,59.0,51.4,-7.6,3076226,2958221,True
NZL,New Zealand,Maori,15.6,18.0,2.4,813375,1036059,False
NZL,New Zealand,Asian,13.4,17.89,4.49,698668,1029615,False
NZL,New Zealand,Pacific peoples,7.7,8.89,1.19,401474,511388,False
NZL,New Zealand,MELAA (ME/LatAm/African),1.9,1.83,-0.07,99065,105068,False
NZL,New Zealand,Other,2.4,2.0,-0.4,125135,114927,False
OMN,Oman,Omani,55.6,56.15,0.55,2936537,4394552,True
OMN,Oman,Indian,14.8,14.49,-0.31,781668,1134103,False
OMN,Oman,Bangladeshi,6.0,5.87,-0.13,316893,459771,False
OMN,Oman,Pakistani,5.0,4.9,-0.1,264077,383143,False
OMN,Oman,Filipino,3.0,2.94,-0.06,158446,229886,False
OMN,Oman,Egyptian,3.0,3.32,0.32,158446,260024,False
OMN,Oman,Sri Lankan,2.0,1.96,-0.04,105631,153257,False
OMN,Oman,Nepali,1.5,1.47,-0.03,79223,114943,False
OMN,Oman,Other foreign,9.1,8.91,-0.19,480620,697320,False
PAK,Pakistan,Punjabi,44.7,45.35,0.65,112317315,168648369,True
PAK,Pakistan,Pashtun,15.4,16.43,1.03,38695451,61078932,False
PAK,Pakistan,Sindhi,14.1,13.5,-0.6,35428952,50206045,False
PAK,Pakistan,Saraiki,8.4,8.04,-0.36,21106609,29909984,False
PAK,Pakistan,Muhajir (Urdu-speaking),7.6,7.28,-0.32,19096456,27061414,False
PAK,Pakistan,Baloch,3.6,3.45,-0.15,9045690,12818565,False
PAK,Pakistan,Hindko,2.4,2.3,-0.1,6030460,8545710,False
PAK,Pakistan,Brahui,1.2,1.15,-0.05,3015230,4272855,False
PAK,Pakistan,Pahari-Potwari,1.0,0.96,-0.04,2512692,3560712,False
PAK,Pakistan,Other,1.6,1.55,-0.05,4020307,5761212,False
PAN,Panama,Mestizo,60.0,59.42,-0.58,2709346,3345606,True
PAN,Panama,Indigenous (Ngabe/Guna),12.3,15.59,3.29,555416,877750,False
PAN,Panama,West Indian (Antillean),9.2,8.72,-0.48,415433,491087,False
PAN,Panama,White,6.7,4.96,-1.74,302544,279548,False
PAN,Panama,Mulatto/Afro-Panamanian,8.0,7.58,-0.42,361246,427032,False
PAN,Panama,Chinese-Panamanian,1.2,1.14,-0.06,54187,64055,False
PAN,Panama,Venezuelan migrant,0.8,0.86,0.06,36125,48441,False
PAN,Panama,Other,1.8,1.73,-0.07,81280,97163,False
PER,Peru,Mestizo,60.2,59.1,-1.1,20599146,23983520,True
PER,Peru,Quechua,16.5,17.9,1.4,5645945,7265433,False
PER,Peru,Aymara,4.0,4.34,0.34,1368714,1761317,False
PER,Peru,Other Amerindian (Amazonian),5.3,6.71,1.41,1813546,2724054,False
PER,Peru,White,5.9,4.29,-1.61,2018853,1741388,False
PER,Peru,Afro-Peruvian,3.6,3.38,-0.22,1231843,1372829,False
PER,Peru,Other,4.5,4.28,-0.22,1539803,1735336,False
PHL,Philippines,Tagalog,28.1,29.8,1.7,32552069,40040089,True
PHL,Philippines,Cebuano,13.1,12.47,-0.63,15175520,16754867,False
PHL,Philippines,Ilocano,9.0,8.57,-0.43,10425930,11510977,False
PHL,Philippines,Hiligaynon (Ilonggo),7.6,7.23,-0.37,8804118,9720381,False
PHL,Philippines,Bicolano,6.0,5.71,-0.29,6950620,7673985,False
PHL,Philippines,Waray,3.4,3.24,-0.16,3938685,4348591,False
PHL,Philippines,Kapampangan,3.4,3.24,-0.16,3938685,4348591,False
PHL,Philippines,Pangasinan,1.5,1.43,-0.07,1737655,1918496,False
PHL,Philippines,Muslim (Moro/Bangsamoro),5.0,6.28,1.28,5792183,8439018,False
PHL,Philippines,Other,22.9,22.04,-0.86,26528199,29618437,False
PLW,Palau,Palauan,66.3,64.09,-2.21,11748,9958,True
PLW,Palau,Filipino,12.6,13.61,1.01,2233,2115,False
PLW,Palau,Chinese,5.7,5.66,-0.04,1010,879,False
PLW,Palau,Other,15.4,16.64,1.24,2729,2585,False
PNG,Papua New Guinea,Papuan / Melanesian (highlands),48.0,48.88,0.88,5076724,7286899,True
PNG,Papua New Guinea,Papuan / Melanesian (coastal & islands),36.0,34.75,-1.25,3807543,5179330,False
PNG,Papua New Guinea,Polynesian (Bougainville/outer islands),6.0,5.79,-0.21,634591,863222,False
PNG,Papua New Guinea,Chinese,0.2,0.21,0.01,21153,30916,False
PNG,Papua New Guinea,European,0.2,0.22,0.02,21153,32640,False
PNG,Papua New Guinea,Mixed (Euro-Pacific),3.0,2.93,-0.07,317295,436465,False
PNG,Papua New Guinea,Other,6.6,7.23,0.63,698050,1077120,False
POL,Poland,Polish,95.2,94.79,-0.41,36689327,31104186,True
POL,Poland,Silesian,1.1,1.07,-0.03,423931,349690,False
POL,Poland,German,0.2,0.14,-0.06,77078,47130,False
POL,Poland,Ukrainian,2.0,2.29,0.29,770784,750334,False
POL,Poland,Belarusian,0.4,0.46,0.06,154157,150067,False
POL,Poland,Russian,0.3,0.34,0.04,115618,112550,False
POL,Poland,Vietnamese,0.3,0.34,0.04,115618,112550,False
POL,Poland,Other,0.5,0.57,0.07,192696,187584,False
PRT,Portugal,Portuguese,89.0,87.78,-1.22,9278509,8576600,True
PRT,Portugal,Brazilian,4.2,4.69,0.49,437862,457922,False
PRT,Portugal,African (PALOP - Angolan/Cape Verdean),2.8,3.2,0.4,291908,312455,False
PRT,Portugal,Other EU (UK/French/Italian),1.5,1.6,0.1,156379,155849,False
PRT,Portugal,Chinese,0.5,0.51,0.01,52126,49386,False
PRT,Portugal,Nepali,0.3,0.33,0.03,31276,32709,False
PRT,Portugal,Ukrainian,0.3,0.33,0.03,31276,32709,False
PRT,Portugal,Other,1.4,1.56,0.16,145954,152641,False
PRY,Paraguay,Mestizo (mestizo-criollo),91.0,91.06,0.06,6305528,7868309,True
PRY,Paraguay,White (European descent),4.0,3.11,-0.89,277166,268373,False
PRY,Paraguay,Indigenous (Guarani/Guaiku),2.5,3.19,0.69,173229,275835,False
PRY,Paraguay,Brazilian (Brasiguayo),1.5,1.65,0.15,103937,142979,False
PRY,Paraguay,Other,1.0,0.98,-0.02,69292,84975,False
PSE,Palestine,Palestinian Arab (Sunni Muslim),97.0,97.33,0.33,5330584,8226504,True
PSE,Palestine,Palestinian Christian,1.5,1.26,-0.24,82432,106176,False
PSE,Palestine,Druze,0.5,0.47,-0.03,27477,39443,False
PSE,Palestine,Other,1.0,0.94,-0.06,54954,79773,False
QAT,Qatar,Qatari,11.6,10.76,-0.84,353618,448006,False
QAT,Qatar,Indian,17.4,16.72,-0.68,530427,696232,False
QAT,Qatar,Bangladeshi,13.5,12.97,-0.53,411538,540180,False
QAT,Qatar,Nepali,7.6,7.3,-0.3,231681,304101,False
QAT,Qatar,Egyptian,8.5,9.46,0.96,259116,393910,False
QAT,Qatar,Filipino,7.3,7.01,-0.29,222535,292097,False
